basari_sirasi,ayt_edebiyat,ayt_cografya1,toplam_net
197242.0,13.2,5.1,18.3
168810.0,17.4,3.9,21.3
171014.0,16.6,2.8,19.4
173912.0,16.6,4.2,20.8
148842.0,12.6,3.5,16.1
171275.0,13.3,1.4,14.7
220498.0,12.8,3.8,16.6
152870.0,13.7,2.9,16.599999999999998
171285.0,17.3,2.9,20.2
190355.0,15.7,5.1,20.8
163030.0,15.0,3.8,18.8
171487.0,12.8,2.9,15.7
199927.0,16.9,4.8,21.7
182526.0,17.7,3.2,20.9
171572.0,15.3,4.0,19.3
165249.0,17.3,4.9,22.200000000000003
225638.0,15.3,3.6,18.9
172475.0,16.0,3.5,19.5
237518.0,14.0,3.4,17.4
172788.0,14.9,3.5,18.4
192230.0,15.2,4.2,19.4
157208.0,19.0,4.2,23.2
172975.0,9.3,1.9,11.2
179652.0,12.0,4.6,16.6
160657.0,16.7,3.5,20.2
173538.0,16.5,3.3,19.8
210164.0,15.5,4.4,19.9
159841.0,17.0,3.6,20.6
173572.0,15.0,3.0,18.0
188629.0,14.9,4.2,19.1
161129.0,17.2,3.5,20.7
173661.0,15.7,2.9,18.6
190680.0,16.1,4.2,20.3
162418.0,17.1,4.0,21.1
173792.0,18.4,3.9,22.3
184554.0,11.8,5.3,17.1
203860.0,15.7,3.4,19.1
173966.0,15.3,2.8,18.1
170734.0,16.0,4.2,20.2
157743.0,14.5,4.0,18.5
174253.0,13.9,2.2,16.1
151593.0,16.8,3.0,19.8
174286.0,12.2,2.8,15.0
200383.0,11.9,4.3,16.2
147120.0,17.9,3.5,21.4
174337.0,15.5,2.8,18.3
177917.0,15.9,4.2,20.1
157369.0,16.0,3.6,19.6
174491.0,17.1,3.5,20.6
159732.0,16.7,3.6,20.3
174510.0,14.6,2.9,17.5
203162.0,14.2,4.6,18.8
170008.0,18.4,3.9,22.3
174528.0,14.3,3.1,17.400000000000002
199467.0,15.0,4.1,19.1
143421.0,16.1,3.6,19.700000000000003
174916.0,14.1,2.7,16.8
207798.0,13.7,4.4,18.1
145431.0,15.8,3.7,19.5
167586.0,15.2,3.9,19.1
153907.0,17.4,3.0,20.4
175334.0,17.1,3.3,20.4
231786.0,13.9,4.3,18.2
168099.0,16.3,3.7,20.0
175398.0,15.8,3.1,18.9
187063.0,15.8,4.3,20.1
188374.0,16.9,3.2,20.1
175402.0,15.1,3.7,18.8
197326.0,14.7,4.5,19.2
152250.0,18.3,3.2,21.5
175917.0,15.9,3.1,19.0
199603.0,16.3,5.3,21.6
158004.0,17.6,3.8,21.4
176423.0,16.8,3.2,20.0
123670.0,16.1,4.5,20.6
165077.0,16.7,3.5,20.2
177303.0,15.2,2.9,18.1
193962.0,15.4,3.9,19.3
161422.0,12.2,3.6,15.8
177690.0,16.1,3.0,19.1
207326.0,7.6,4.0,11.6
183188.0,15.4,4.1,19.5
177798.0,17.6,2.9,20.5
150626.0,12.9,3.8,16.7
230841.0,15.6,4.5,20.1
178144.0,16.5,3.5,20.0
173834.0,13.3,3.8,17.1
246932.0,13.4,4.0,17.4
178363.0,17.4,3.9,21.3
154074.0,16.6,3.6,20.200000000000003
161547.0,15.1,3.7,18.8
178730.0,16.6,3.1,19.700000000000003
199750.0,15.7,3.9,19.6
158572.0,16.3,3.7,20.0
179756.0,14.7,2.9,17.599999999999998
223074.0,14.5,4.5,19.0
178368.0,16.2,3.7,19.9
180202.0,15.0,3.0,18.0
194601.0,15.0,4.6,19.6
169035.0,16.1,3.8,19.9
180753.0,14.9,3.0,17.9
210739.0,15.9,4.6,20.5
170244.0,17.6,3.6,21.200000000000003
181261.0,17.1,2.8,19.9
198161.0,14.9,4.0,18.9
160693.0,16.0,3.8,19.8
181478.0,14.1,2.7,16.8
194244.0,14.1,4.1,18.2
177820.0,17.1,3.7,20.8
181522.0,16.1,3.2,19.3
199157.0,15.4,4.1,19.5
128910.0,16.6,3.0,19.6
181609.0,12.3,3.4,15.7
199117.0,14.4,4.8,19.2
153302.0,19.0,4.4,23.4
181661.0,13.1,3.3,16.4
185494.0,15.7,4.3,20.0
176093.0,17.5,3.6,21.1
181909.0,16.6,2.4,19.0
176102.0,18.7,3.4,22.1
182748.0,15.2,3.2,18.4
189103.0,15.2,4.3,19.5
147934.0,16.3,3.7,20.0
182897.0,14.4,2.9,17.3
203588.0,14.6,4.5,19.1
177253.0,13.1,3.6,16.7
182999.0,11.8,2.4,14.2
282987.0,14.5,3.7,18.2
192669.0,15.0,3.6,18.6
183905.0,8.4,3.3,11.7
205928.0,12.1,5.0,17.1
156857.0,16.2,3.5,19.7
183980.0,16.9,2.8,19.7
183325.0,12.2,3.0,15.2
161838.0,15.8,3.5,19.3
184105.0,14.3,2.7,17.0
221932.0,14.2,4.9,19.1
179447.0,16.4,3.7,20.1
184141.0,14.9,3.3,18.2
194845.0,15.6,4.3,19.9
187702.0,14.7,4.0,18.7
184742.0,16.0,3.5,19.5
204981.0,14.2,3.6,17.8
179972.0,15.0,3.5,18.5
185468.0,15.7,1.8,17.5
206594.0,15.4,4.9,20.3
161031.0,13.9,3.3,17.2
185602.0,14.6,2.9,17.5
184026.0,15.1,4.7,19.8
152699.0,18.9,3.5,22.4
186110.0,13.8,3.2,17.0
293994.0,13.1,4.6,17.7
170037.0,12.8,3.8,16.6
186731.0,13.3,3.0,16.3
184805.0,16.0,4.2,20.2
186897.0,14.6,2.4,17.0
220878.0,9.8,4.8,14.6
166037.0,17.2,3.3,20.5
187454.0,14.2,3.3,17.5
215274.0,13.6,4.1,17.7
187750.0,17.8,3.9,21.7
187803.0,12.3,2.2,14.5
237021.0,12.4,4.1,16.5
205458.0,16.1,3.9,20.0
188140.0,16.2,3.0,19.2
206729.0,13.8,4.5,18.3
175825.0,16.9,3.3,20.2
188600.0,12.9,2.6,15.5
207471.0,14.6,5.0,19.6
184557.0,14.9,3.5,18.4
188651.0,17.3,2.8,20.1
191791.0,15.8,4.2,20.0
173950.0,17.8,3.7,21.5
188812.0,11.9,2.7,14.6
188126.0,15.7,4.0,19.7
176232.0,16.8,3.6,20.4
189030.0,16.1,2.8,18.9
206330.0,15.1,4.0,19.1
163586.0,17.0,3.7,20.7
189170.0,15.2,2.9,18.1
224581.0,14.6,4.8,19.4
197686.0,14.6,3.5,18.1
189181.0,14.9,3.1,18.0
190643.0,14.0,4.0,18.0
154873.0,16.6,3.8,20.4
189436.0,14.5,3.2,17.7
223986.0,14.5,4.7,19.2
222192.0,16.8,3.7,20.5
189468.0,16.1,2.8,18.9
210803.0,15.8,4.2,20.0
164777.0,16.0,3.6,19.6
189602.0,15.4,2.9,18.3
229850.0,15.2,4.1,19.3
165213.0,15.7,3.7,19.4
189672.0,13.4,3.0,16.4
209435.0,13.4,4.4,17.8
205602.0,17.2,3.8,21.0
189880.0,15.9,3.6,19.5
211434.0,15.4,3.2,18.6
190900.0,16.3,3.4,19.7
207725.0,16.2,4.3,20.5
199849.0,15.2,3.2,18.4
191313.0,11.3,2.8,14.1
214464.0,15.4,4.5,19.9
180469.0,16.0,3.9,19.9
191342.0,15.4,2.9,18.3
209885.0,14.8,4.1,18.9
163507.0,17.2,3.7,20.9
191618.0,14.7,3.1,17.8
197726.0,15.4,3.8,19.2
161108.0,15.7,3.7,19.4
191640.0,13.9,2.7,16.6
221036.0,14.1,4.3,18.4
172627.0,16.4,3.8,20.2
192027.0,15.3,2.9,18.2
227091.0,14.7,4.2,18.9
223980.0,16.4,3.3,19.7
192755.0,15.3,3.2,18.5
192550.0,13.4,2.9,16.3
189168.0,16.1,4.2,20.3
192982.0,15.7,3.0,18.7
217990.0,12.9,3.9,16.8
196528.0,15.5,3.5,19.0
193326.0,14.1,2.6,16.7
180809.0,17.0,3.6,20.6
193357.0,15.7,3.4,19.1
200273.0,14.7,4.3,19.0
214812.0,17.6,4.2,21.8
193600.0,13.5,3.2,16.7
219823.0,13.5,4.2,17.7
207479.0,16.5,3.6,20.1
194493.0,14.7,2.8,17.5
170963.0,14.8,4.3,19.1
176543.0,14.4,4.5,18.9
194612.0,11.4,1.7,13.1
251888.0,9.5,3.6,13.1
181915.0,18.3,4.7,23.0
195033.0,15.1,2.4,17.5
204882.0,15.9,4.2,20.1
190041.0,18.3,3.8,22.1
195360.0,16.5,3.2,19.7
218554.0,15.8,4.5,20.3
591390.0,10.3,2.7,13.0
195607.0,8.8,1.7,10.5
165439.0,6.1,2.5,8.6
162817.0,14.2,4.0,18.2
195621.0,15.7,1.3,17.0
236281.0,14.9,4.4,19.3
172180.0,16.1,3.2,19.3
195767.0,15.0,3.5,18.5
255314.0,14.4,4.1,18.5
199073.0,15.8,3.8,19.6
196207.0,14.3,2.4,16.7
237522.0,15.7,4.1,19.8
167073.0,18.2,2.8,21.0
197011.0,15.1,2.1,17.2
231484.0,13.8,3.9,17.7
188774.0,16.5,3.5,20.0
197070.0,15.0,2.7,17.7
213573.0,16.3,4.0,20.3
167855.0,17.1,3.5,20.6
197369.0,15.0,2.9,17.9
167930.0,15.6,3.5,19.1
198716.0,13.4,2.5,15.9
229701.0,13.4,4.6,18.0
162314.0,15.7,3.3,19.0
198777.0,14.8,3.1,17.900000000000002
199477.0,15.6,4.3,19.9
184185.0,16.7,3.5,20.2
199036.0,15.5,2.9,18.4
216272.0,15.3,4.1,19.4
182958.0,15.1,4.6,19.7
199110.0,11.7,2.4,14.1
203782.0,15.0,4.3,19.3
197789.0,16.0,3.6,19.6
199145.0,14.8,3.0,17.8
215828.0,15.8,4.3,20.1
184241.0,15.5,3.5,19.0
199159.0,15.2,2.9,18.1
217439.0,15.2,3.9,19.1
169130.0,16.0,3.4,19.4
199354.0,14.7,2.7,17.4
237667.0,13.0,4.2,17.2
174102.0,16.1,3.8,19.9
199708.0,14.9,3.2,18.1
221560.0,14.7,4.9,19.6
180161.0,16.8,3.6,20.4
199993.0,14.7,2.8,17.5
242298.0,14.7,4.4,19.1
183736.0,17.8,3.5,21.3
200046.0,13.6,3.5,17.1
251459.0,14.9,3.6,18.5
176902.0,16.1,3.5,19.6
200575.0,15.3,3.1,18.4
212254.0,15.7,3.9,19.6
189064.0,14.8,3.7,18.5
200750.0,13.6,3.0,16.6
170632.0,12.7,4.3,17.0
199097.0,16.0,3.8,19.8
202150.0,15.5,3.1,18.6
234300.0,15.3,4.2,19.5
158783.0,15.5,4.3,19.8
202343.0,12.8,2.3,15.1
267264.0,11.9,5.1,17.0
188834.0,15.4,4.0,19.4
202512.0,15.8,2.9,18.7
214194.0,14.5,3.9,18.4
195992.0,17.8,3.7,21.5
202522.0,15.5,2.9,18.4
209291.0,14.4,4.5,18.9
291778.0,12.4,2.8,15.2
202702.0,13.2,3.0,16.2
331954.0,14.0,4.1,18.1
178044.0,14.2,3.9,18.1
202906.0,15.6,2.5,18.1
216090.0,13.4,4.3,17.7
217421.0,14.9,3.7,18.6
203373.0,16.5,2.7,19.2
219950.0,11.1,4.1,15.2
176620.0,15.9,3.5,19.4
203638.0,14.9,2.8,17.7
201425.0,15.0,4.2,19.2
170937.0,15.7,3.6,19.3
203813.0,15.1,2.9,18.0
237256.0,14.3,4.2,18.5
130856.0,16.9,4.0,20.9
204102.0,13.1,2.2,15.3
249763.0,12.8,3.8,16.6
204729.0,17.1,3.6,20.700000000000003
204548.0,15.3,3.5,18.8
259006.0,15.7,4.0,19.7
185045.0,14.8,2.9,17.7
204691.0,11.6,3.6,15.2
234991.0,15.0,5.3,20.3
190335.0,18.0,3.6,21.6
205117.0,13.5,3.1,16.6
218004.0,17.7,4.2,21.9
197391.0,14.6,3.8,18.4
205919.0,15.2,3.6,18.8
173760.0,17.1,3.5,20.6
206518.0,14.5,2.9,17.4
204414.0,15.5,4.7,20.2
184129.0,16.0,3.6,19.6
207074.0,14.5,2.7,17.2
240425.0,15.0,4.7,19.7
208887.0,15.6,4.0,19.6
207076.0,15.4,2.3,17.7
223197.0,13.8,4.9,18.700000000000003
188721.0,16.1,3.6,19.700000000000003
207234.0,15.4,3.3,18.7
241743.0,14.2,4.5,18.7
185377.0,15.5,3.6,19.1
207399.0,15.1,2.8,17.9
220805.0,14.0,4.4,18.4
178842.0,16.3,3.7,20.0
207688.0,15.5,2.9,18.4
219002.0,14.5,4.0,18.5
145091.0,14.8,3.0,17.8
207702.0,15.5,2.9,18.4
297432.0,13.2,4.6,17.799999999999997
215604.0,16.4,3.8,20.2
207923.0,15.6,2.2,17.8
212651.0,17.2,4.3,21.5
208181.0,16.9,3.7,20.6
223785.0,14.8,4.3,19.1
149426.0,15.3,3.6,18.9
208262.0,15.7,3.5,19.2
242856.0,14.6,4.1,18.7
198807.0,16.8,3.4,20.2
208443.0,15.5,3.0,18.5
231688.0,15.4,4.0,19.4
186768.0,14.9,3.6,18.5
208456.0,14.0,3.0,17.0
222294.0,13.4,4.1,17.5
178257.0,15.8,3.6,19.4
208787.0,12.3,2.6,14.9
214368.0,14.2,4.6,18.8
194072.0,15.9,3.4,19.3
208807.0,14.8,3.0,17.8
221950.0,14.9,4.8,19.7
189049.0,16.2,4.1,20.3
208933.0,17.3,2.6,19.9
223901.0,15.4,4.9,20.3
183887.0,17.0,3.4,20.4
209131.0,15.1,3.2,18.3
189967.0,16.0,4.1,20.1
227229.0,16.6,3.9,20.5
209223.0,15.7,3.1,18.8
238083.0,15.2,3.6,18.8
201788.0,16.9,3.4,20.3
219675.0,15.6,3.6,19.2
209695.0,14.2,3.1,17.3
213181.0,14.6,4.6,19.2
206176.0,15.0,3.1,18.1
209991.0,12.3,2.4,14.7
400120.0,14.3,2.5,16.8
210112.0,14.5,3.3,17.8
185420.0,8.3,4.6,12.9
185938.0,16.8,3.6,20.4
210172.0,16.5,3.3,19.8
249194.0,15.1,4.0,19.1
190072.0,15.7,3.5,19.2
210216.0,14.0,2.5,16.5
237680.0,14.1,4.3,18.4
180891.0,15.4,3.6,19.0
210224.0,13.5,2.5,16.0
178148.0,12.5,4.0,16.5
219655.0,15.4,3.1,18.5
210230.0,17.7,1.9,19.6
240780.0,14.7,4.1,18.8
199365.0,16.7,3.5,20.2
210515.0,15.0,3.1,18.1
228638.0,15.5,4.4,19.9
177780.0,17.4,3.6,21.0
210716.0,14.7,3.0,17.7
223194.0,14.9,4.0,18.9
202611.0,17.8,4.8,22.6
210764.0,12.7,1.3,14.0
241544.0,15.9,4.3,20.2
196914.0,16.2,3.6,19.8
211884.0,12.8,3.4,16.2
234780.0,15.6,4.2,19.8
187088.0,16.9,3.5,20.4
212004.0,15.9,2.7,18.6
226700.0,14.6,4.1,18.7
230665.0,13.0,3.3,16.3
212606.0,11.7,2.1,13.8
257151.0,13.4,4.8,18.2
199298.0,16.3,3.4,19.7
213438.0,15.0,2.9,17.9
238710.0,14.7,4.8,19.5
173658.0,16.0,3.7,19.7
213737.0,15.0,2.9,17.9
238806.0,13.6,4.4,18.0
201305.0,16.5,3.6,20.1
213750.0,15.1,2.8,17.9
207367.0,15.1,4.3,19.4
182672.0,15.9,3.8,19.7
214187.0,14.4,2.6,17.0
230132.0,13.7,4.9,18.6
198208.0,18.1,3.9,22.0
214407.0,13.0,2.1,15.1
300751.0,13.0,3.8,16.8
193972.0,14.0,3.6,17.6
214684.0,16.3,2.4,18.7
233563.0,15.2,4.0,19.2
132282.0,18.5,3.3,21.8
214934.0,14.3,2.4,16.7
244483.0,11.8,4.8,16.6
222759.0,15.9,3.7,19.6
215112.0,14.8,2.8,17.6
231410.0,15.3,4.3,19.6
203751.0,15.3,3.7,19.0
215182.0,16.6,2.6,19.200000000000003
216792.0,16.4,4.4,20.8
215201.0,14.7,3.8,18.5
215275.0,12.3,2.7,15.0
225915.0,15.1,5.3,20.4
180166.0,14.8,3.5,18.3
215396.0,13.3,3.5,16.8
251495.0,12.8,4.3,17.1
189016.0,15.9,4.1,20.0
215942.0,16.5,2.9,19.4
223150.0,12.7,5.1,17.799999999999997
198914.0,13.0,3.6,16.6
216544.0,13.2,2.8,16.0
218958.0,13.5,4.7,18.2
246645.0,15.8,3.8,19.6
216749.0,16.3,2.0,18.3
404918.0,10.9,4.8,15.7
204600.0,15.0,3.5,18.5
216765.0,14.1,2.6,16.7
250804.0,13.3,4.2,17.5
198262.0,16.6,3.7,20.3
217931.0,15.2,2.7,17.9
228947.0,15.2,3.9,19.1
186498.0,15.9,3.4,19.3
218028.0,15.6,3.1,18.7
260316.0,14.7,4.2,18.9
186492.0,14.8,4.2,19.0
218309.0,14.6,2.5,17.1
230588.0,14.8,4.4,19.200000000000003
163493.0,16.7,3.8,20.5
218419.0,14.7,2.8,17.5
244039.0,14.2,4.5,18.7
239378.0,14.4,3.4,17.8
218534.0,14.8,2.9,17.7
209098.0,13.3,4.6,17.9
233949.0,16.0,3.5,19.5
218644.0,15.1,2.7,17.8
186787.0,15.5,4.1,19.6
194156.0,12.3,3.3,15.6
219134.0,16.1,2.9,19.0
227180.0,13.5,5.0,18.5
193865.0,15.3,3.5,18.8
219821.0,13.5,2.9,16.4
252655.0,13.9,4.3,18.2
210383.0,15.8,4.1,19.9
220465.0,17.1,3.1,20.200000000000003
235246.0,17.5,4.3,21.8
198099.0,17.3,3.5,20.8
220486.0,14.3,2.4,16.7
236544.0,12.8,3.9,16.7
180038.0,15.1,3.5,18.6
220810.0,15.5,3.6,19.1
235809.0,14.7,4.3,19.0
182960.0,15.8,3.5,19.3
220932.0,14.2,3.1,17.3
217561.0,13.2,3.2,16.4
221172.0,15.2,2.8,18.0
250930.0,10.8,4.1,14.9
205947.0,17.0,4.1,21.1
221379.0,16.2,2.0,18.2
209983.0,7.4,3.7,11.1
216993.0,17.5,2.9,20.4
221455.0,12.7,3.6,16.3
234596.0,8.7,2.8,11.5
197420.0,16.0,3.8,19.8
221534.0,15.6,2.8,18.4
256471.0,14.3,4.4,18.700000000000003
180165.0,15.4,3.5,18.9
222077.0,13.5,2.6,16.1
254203.0,13.0,4.5,17.5
217112.0,15.0,3.3,18.3
222725.0,15.3,3.6,18.9
248117.0,10.8,4.9,15.7
229775.0,14.8,3.3,18.1
223153.0,12.9,3.3,16.2
243572.0,14.8,4.5,19.3
199512.0,16.1,3.9,20.0
223422.0,12.3,2.0,14.3
269021.0,11.8,4.2,16.0
208377.0,16.3,3.4,19.7
223431.0,16.7,3.0,19.7
237686.0,14.4,4.1,18.5
272395.0,17.8,4.3,22.1
224029.0,16.6,1.9,18.5
253173.0,13.8,4.0,17.8
214191.0,14.6,3.4,18.0
225298.0,13.6,2.7,16.3
251340.0,14.0,4.4,18.4
203537.0,12.8,3.8,16.6
225417.0,14.1,2.2,16.3
260024.0,13.7,4.9,18.6
193799.0,16.8,3.8,20.6
225428.0,15.5,3.0,18.5
280710.0,13.7,4.4,18.1
200534.0,16.0,3.3,19.3
226779.0,15.5,2.8,18.3
223559.0,15.4,4.0,19.4
254833.0,15.7,3.5,19.2
227093.0,14.3,2.2,16.5
234050.0,15.7,4.2,19.9
182187.0,9.5,1.4,10.9
227175.0,11.9,3.5,15.4
215114.0,13.8,4.3,18.1
221590.0,15.5,3.3,18.8
227286.0,15.1,2.5,17.6
243043.0,14.8,3.8,18.6
195145.0,16.4,3.7,20.1
227333.0,14.9,2.8,17.7
275500.0,14.0,4.0,18.0
314778.0,13.8,3.6,17.400000000000002
228017.0,14.3,2.6,16.900000000000002
199987.0,14.0,4.3,18.3
199943.0,15.9,3.4,19.3
228152.0,14.5,3.0,17.5
223751.0,15.8,4.1,19.9
228199.0,15.5,2.4,17.9
210669.0,18.5,3.9,22.4
228622.0,13.7,3.2,16.9
300334.0,12.2,4.5,16.7
174752.0,11.2,3.3,14.5
228869.0,17.9,2.0,19.9
231173.0,16.9,3.4,20.3
229280.0,10.8,4.2,15.0
272753.0,12.0,3.9,15.9
174011.0,16.9,3.8,20.7
230458.0,16.2,2.8,19.0
156980.0,15.5,3.9,19.4
212465.0,18.0,3.9,21.9
230778.0,15.5,4.2,19.7
223995.0,15.1,4.1,19.2
269833.0,15.7,3.4,19.1
230903.0,16.2,2.7,18.9
183014.0,16.3,3.8,20.1
286369.0,16.8,3.1,19.9
231105.0,16.0,3.1,19.1
211928.0,14.5,4.1,18.6
519771.0,13.5,2.9,16.4
231226.0,10.9,1.3,12.2
350362.0,12.3,4.3,16.6
203562.0,15.7,3.3,19.0
231429.0,14.3,2.7,17.0
294589.0,14.0,4.4,18.4
197591.0,15.9,3.6,19.5
232205.0,14.5,2.8,17.3
258798.0,14.4,4.5,18.9
227510.0,15.9,3.8,19.7
232661.0,14.1,3.3,17.4
192947.0,16.2,4.1,20.3
232922.0,13.4,5.1,18.5
328352.0,14.5,3.4,17.9
233350.0,18.3,3.1,21.4
303991.0,16.8,5.1,21.9
214913.0,16.5,3.6,20.1
233378.0,15.7,3.0,18.7
245658.0,14.9,4.1,19.0
196574.0,16.5,3.7,20.2
233799.0,14.7,3.3,18.0
302188.0,14.3,4.2,18.5
288748.0,13.0,3.2,16.2
234207.0,15.2,3.8,19.0
117887.0,16.8,3.6,20.4
234253.0,13.3,2.6,15.9
183237.0,13.2,4.2,17.4
234865.0,14.9,3.1,18.0
246903.0,15.6,3.8,19.4
281410.0,17.3,3.5,20.8
235268.0,16.5,2.6,19.1
233130.0,16.0,3.7,19.7
221234.0,16.1,3.6,19.700000000000003
236082.0,12.8,2.9,15.7
307237.0,13.7,4.4,18.1
199801.0,15.1,3.3,18.4
236156.0,13.5,3.0,16.5
263879.0,13.4,4.7,18.1
221388.0,16.9,3.2,20.1
236398.0,13.7,3.8,17.5
222094.0,15.8,4.0,19.8
236406.0,14.4,3.7,18.1
307480.0,13.5,3.6,17.1
212316.0,15.4,3.5,18.9
239070.0,14.8,2.3,17.1
270211.0,13.8,4.2,18.0
211200.0,16.3,3.8,20.1
239421.0,14.5,3.1,17.6
239663.0,15.1,4.0,19.1
201711.0,14.9,3.4,18.3
239444.0,14.0,3.0,17.0
215690.0,15.3,4.4,19.700000000000003
239701.0,16.7,2.4,19.1
240856.0,13.7,3.3,17.0
233521.0,15.2,4.2,19.4
239825.0,14.7,2.7,17.4
215588.0,16.2,3.6,19.8
240058.0,14.3,2.6,16.900000000000002
224779.0,15.6,4.3,19.9
212010.0,15.7,3.5,19.2
240254.0,13.9,3.1,17.0
309201.0,13.6,4.3,17.9
220508.0,17.2,2.4,19.6
240435.0,15.8,3.2,19.0
235328.0,17.3,4.0,21.3
231283.0,15.1,4.8,19.9
240539.0,16.9,3.4,20.3
249539.0,13.3,3.8,17.1
193594.0,15.6,3.6,19.2
240574.0,14.4,3.1,17.5
220814.0,15.9,3.4,19.3
240656.0,16.3,3.2,19.5
249797.0,16.6,3.6,20.200000000000003
203682.0,17.0,3.8,20.8
241307.0,14.8,3.2,18.0
266956.0,13.1,3.7,16.8
215297.0,17.0,3.8,20.8
241826.0,12.4,2.3,14.7
277163.0,16.2,3.4,19.6
209726.0,15.8,2.7,18.5
242327.0,16.8,2.8,19.6
345778.0,14.4,4.9,19.3
242331.0,18.0,3.0,21.0
274415.0,15.6,4.9,20.5
249377.0,9.9,3.7,13.6
242724.0,15.3,2.9,18.2
270375.0,15.8,3.6,19.4
375461.0,14.8,3.4,18.2
242769.0,15.2,2.8,18.0
220542.0,15.5,4.1,19.6
243069.0,15.6,4.0,19.6
243146.0,14.8,2.0,16.8
240998.0,14.9,3.8,18.7
364068.0,16.0,2.2,18.2
243664.0,15.8,4.9,20.700000000000003
166363.0,15.5,5.0,20.5
219435.0,14.8,3.6,18.4
244027.0,13.8,3.2,17.0
249689.0,14.3,4.8,19.1
213516.0,17.0,3.6,20.6
244224.0,15.2,3.2,18.4
255080.0,15.5,4.0,19.5
216013.0,15.4,3.2,18.6
244318.0,13.2,3.0,16.2
249091.0,14.6,4.5,19.1
217855.0,14.6,3.4,18.0
244381.0,13.7,2.8,16.5
277790.0,14.1,4.2,18.3
246212.0,16.3,3.5,19.8
208479.0,15.8,3.5,19.3
244505.0,14.0,2.8,16.8
288977.0,13.3,4.2,17.5
243294.0,13.4,3.2,16.6
244575.0,12.8,2.2,15.0
301124.0,13.7,3.5,17.2
211877.0,16.8,3.4,20.2
244590.0,16.4,2.0,18.4
227088.0,17.3,3.6,20.9
244830.0,16.2,2.4,18.6
237708.0,14.0,2.7,16.7
245156.0,17.7,3.3,21.0
293160.0,13.8,4.0,17.8
208618.0,15.0,3.5,18.5
246546.0,14.2,2.8,17.0
289370.0,13.8,4.3,18.1
240700.0,15.9,3.8,19.7
246936.0,16.0,3.3,19.3
271027.0,15.8,4.5,20.3
236924.0,13.0,3.6,16.6
247770.0,14.8,3.4,18.2
240166.0,16.0,3.4,19.4
247815.0,15.1,3.1,18.2
266643.0,14.6,4.0,18.6
240579.0,13.1,3.3,16.4
248006.0,12.4,2.8,15.2
201163.0,12.2,3.8,16.0
233391.0,14.4,3.2,17.6
248015.0,10.3,3.1,13.4
253161.0,13.9,4.2,18.1
216792.0,15.2,3.6,18.8
248391.0,14.4,2.7,17.1
272501.0,13.5,4.1,17.6
217905.0,14.2,3.9,18.1
249538.0,17.2,3.9,21.1
202417.0,13.8,4.8,18.6
241479.0,9.4,3.0,12.4
249548.0,17.1,3.1,20.200000000000003
254445.0,12.5,4.9,17.4
219255.0,14.6,4.4,19.0
249886.0,14.6,3.8,18.4
257006.0,11.7,4.0,15.7
230158.0,16.4,3.6,20.0
249891.0,15.2,2.9,18.1
262468.0,15.6,4.2,19.8
242306.0,14.4,3.3,17.7
249900.0,13.7,2.5,16.2
253313.0,14.7,4.5,19.2
229686.0,15.4,3.2,18.6
250583.0,14.9,2.8,17.7
237599.0,13.8,4.6,18.4
259266.0,15.6,3.8,19.4
250626.0,14.9,2.9,17.8
278914.0,14.5,3.3,17.8
255874.0,16.9,3.6,20.5
250895.0,11.6,3.2,14.8
231744.0,15.3,4.5,19.8
218591.0,16.2,3.9,20.1
251912.0,14.2,2.7,16.9
278427.0,14.7,4.4,19.1
227998.0,15.3,3.3,18.6
251993.0,15.4,1.1,16.5
258652.0,12.7,4.6,17.299999999999997
222115.0,14.6,3.5,18.1
252102.0,14.2,2.0,16.2
231013.0,16.6,3.8,20.4
252356.0,15.4,2.8,18.2
239555.0,14.2,3.4,17.599999999999998
210207.0,15.7,3.6,19.3
252480.0,14.8,3.0,17.8
286187.0,13.8,4.4,18.200000000000003
275786.0,15.6,3.3,18.9
252582.0,13.6,2.3,15.9
268523.0,12.6,4.1,16.7
196524.0,15.8,3.5,19.3
252761.0,13.0,3.2,16.2
298926.0,13.9,3.9,17.8
245841.0,15.4,3.5,18.9
252777.0,14.4,2.8,17.2
265440.0,14.9,4.4,19.3
241156.0,16.6,3.4,20.0
252957.0,13.8,3.5,17.3
261990.0,14.3,4.8,19.1
271601.0,15.1,3.0,18.1
253074.0,14.2,1.4,15.6
356020.0,13.1,3.9,17.0
252455.0,16.4,3.2,19.6
253634.0,14.9,2.3,17.2
270599.0,15.8,3.8,19.6
232148.0,15.1,3.6,18.7
253673.0,13.5,1.6,15.1
1599723.0,7.8,1.8,9.6
254415.0,15.0,2.5,17.5
346230.0,12.8,4.1,16.9
227425.0,12.6,3.4,16.0
254418.0,11.5,2.8,14.3
281848.0,12.9,4.4,17.3
254056.0,15.4,3.6,19.0
254532.0,14.7,2.7,17.4
290283.0,14.0,4.5,18.5
222179.0,15.1,3.6,18.7
254629.0,14.3,2.8,17.1
274012.0,13.2,4.2,17.4
235609.0,14.7,3.3,18.0
254687.0,14.2,2.8,17.0
237975.0,13.7,4.4,18.1
188687.0,16.8,4.0,20.8
254812.0,13.3,3.4,16.7
303909.0,12.8,4.5,17.3
213159.0,15.4,3.5,18.9
255330.0,13.6,2.6,16.2
291238.0,14.1,4.4,18.5
189327.0,15.1,3.4,18.5
255675.0,14.8,2.6,17.400000000000002
286900.0,14.3,4.7,19.0
244448.0,14.8,3.9,18.7
