basari_sirasi,ayt_edebiyat,ayt_cografya1,toplam_net,ayt_tarih1,ayt_tarih2,ayt_cografya2,ayt_felsefe,ayt_din
111672.0,14.6,3.9,29.279999999999994,0.86,1.4,3.08,3.02,2.42
145286.0,16.2,4.4,36.010000000000005,1.72,3.25,3.16,4.08,3.2
129987.0,16.2,3.7,25.71,1.93,2.59,0.69,0.6,0.0
106329.0,13.8,4.1,30.419999999999995,0.49,0.0,5.71,1.56,4.76
134199.0,17.7,3.8,38.68,3.8,4.02,2.21,2.55,4.6
130263.0,15.3,2.9,32.14,0.23,5.16,6.59,0.0,1.96
146874.0,16.5,4.2,35.93,3.56,0.4,3.72,4.38,3.17
119212.0,15.6,3.9,34.91,5.11,2.75,3.68,1.54,2.33
130290.0,18.4,5.2,34.05,1.63,0.0,1.96,1.81,5.05
200933.0,11.7,4.9,34.980000000000004,2.3,5.94,4.85,2.5,2.79
122779.0,16.9,3.4,27.029999999999998,0.04,2.64,0.0,4.05,0.0
130601.0,16.2,3.1,32.63,6.09,3.09,2.0,0.0,2.15
150369.0,15.6,4.4,35.85,5.75,4.23,3.2,0.93,1.74
124954.0,16.3,3.2,43.94,5.54,4.64,4.69,5.88,3.69
130610.0,14.9,2.2,33.94,4.27,0.0,3.33,5.9,3.34
155922.0,16.2,5.0,37.790000000000006,5.15,1.26,2.98,4.0,3.2
122876.0,17.0,3.5,43.67,5.86,4.95,3.77,6.85,1.74
113875.0,17.7,3.9,35.39999999999999,0.0,3.54,5.42,4.84,0.0
130927.0,16.1,3.2,26.0,2.16,0.39,0.0,0.0,4.15
101239.0,15.0,3.7,36.07,6.66,0.0,6.77,1.42,2.52
112967.0,18.4,3.7,34.01,1.79,1.52,3.89,1.76,2.95
131087.0,16.5,2.9,37.419999999999995,6.82,3.58,3.17,0.72,3.73
110101.0,17.4,4.5,39.900000000000006,8.36,1.45,2.29,0.88,5.02
136461.0,16.6,4.0,35.6,2.89,4.21,5.05,0.45,2.4
131299.0,15.7,3.1,41.550000000000004,7.89,3.57,1.88,4.49,4.92
151195.0,15.3,4.3,31.01,1.33,5.73,1.01,0.34,3.0
119409.0,17.2,3.7,29.85,1.67,1.16,3.43,2.69,0.0
131357.0,16.2,3.1,42.36,6.61,2.22,4.76,5.76,3.71
155628.0,15.6,4.1,25.85,0.16,0.11,2.03,3.85,0.0
110916.0,17.8,3.8,31.28,0.0,0.0,4.58,0.85,4.25
131571.0,16.3,3.5,31.41,0.0,0.0,6.27,1.75,3.59
170262.0,15.3,4.5,36.59,7.14,0.86,0.18,3.98,4.63
146338.0,16.1,3.5,38.61,4.66,4.26,2.84,2.41,4.84
131644.0,15.1,3.1,26.91,0.0,0.76,5.56,1.58,0.81
151765.0,14.8,4.1,38.309999999999995,3.6,4.29,4.9,4.0,2.62
112862.0,16.3,3.7,32.44,3.72,2.17,0.2,1.88,4.47
131899.0,15.4,3.3,36.35,6.13,5.68,4.71,0.0,1.13
153642.0,14.2,4.5,26.13,0.0,0.64,1.07,3.92,1.8
137936.0,16.6,3.6,36.50000000000001,8.57,1.95,3.72,1.61,0.45
131965.0,16.3,2.9,38.62,4.66,4.74,1.97,4.15,3.9
151640.0,15.3,3.9,27.959999999999997,3.42,0.88,0.96,0.12,3.38
126818.0,16.2,3.6,40.449999999999996,5.39,5.88,4.59,3.75,1.04
132056.0,17.6,2.1,31.000000000000004,5.19,0.0,2.39,2.88,0.84
132429.0,15.8,4.2,35.71,5.85,3.92,2.2,1.69,2.05
130176.0,16.7,3.2,35.010000000000005,2.99,1.41,5.53,2.16,3.02
132245.0,18.1,3.6,37.160000000000004,4.89,3.92,3.78,0.55,2.32
136085.0,15.3,4.7,32.35,0.62,0.66,6.66,0.66,3.75
121565.0,14.9,3.6,29.83,3.18,2.95,2.34,0.0,2.86
132246.0,15.2,2.3,26.779999999999998,1.15,0.0,3.68,1.55,2.9
130445.0,16.8,3.6,37.31,5.33,2.35,5.34,0.74,3.15
132365.0,16.0,3.3,37.5,3.13,6.51,4.93,2.14,1.49
136856.0,15.9,3.9,40.160000000000004,5.3,1.75,6.32,5.38,1.61
183110.0,15.8,3.3,33.79,10.0,0.62,2.52,1.0,0.55
132695.0,15.6,4.0,34.74,4.2,1.85,0.65,5.21,3.23
115505.0,16.1,3.5,31.560000000000002,1.51,4.02,1.44,1.91,3.08
123833.0,17.2,3.7,34.81999999999999,3.76,1.29,3.01,2.59,3.27
132786.0,16.0,3.0,37.81999999999999,5.33,3.66,2.92,2.26,4.65
143275.0,16.2,4.7,35.99,2.3,5.27,2.24,0.0,5.28
137913.0,17.1,3.6,35.540000000000006,3.67,0.78,1.76,3.53,5.1
132852.0,14.0,2.9,28.88,2.09,0.9,3.02,5.53,0.44
144495.0,17.5,4.9,36.62,0.0,2.34,4.85,1.77,5.26
132632.0,17.3,3.6,33.11,3.57,2.45,1.61,2.18,2.4
133051.0,15.3,2.9,28.82,0.04,1.58,2.59,0.73,5.68
155295.0,15.5,5.0,27.429999999999996,0.0,1.24,0.84,3.11,1.74
113824.0,14.4,3.3,31.469999999999995,4.6,5.08,2.87,0.0,1.22
133670.0,16.8,2.7,33.69,7.9,3.09,0.0,1.99,1.21
156000.0,14.8,4.8,35.92,5.91,2.37,2.12,2.95,2.97
126240.0,17.2,3.7,27.48,0.0,1.32,2.06,1.6,1.6
134002.0,16.8,3.4,40.06,1.1,6.9,4.79,2.5,4.57
154464.0,15.2,4.1,33.599999999999994,0.0,5.91,4.14,2.7,1.55
124298.0,17.1,4.0,29.96,3.89,1.46,1.96,0.56,0.99
134020.0,16.6,3.1,30.580000000000002,2.66,4.29,2.12,0.82,0.99
153982.0,14.5,4.7,27.88,3.91,0.16,4.28,0.0,0.33
138393.0,17.8,3.9,41.99999999999999,7.71,1.65,2.52,5.02,3.4
134199.0,15.9,3.6,37.17,4.36,4.47,2.0,3.99,2.85
154659.0,16.0,4.1,40.26,3.04,2.77,3.13,6.05,5.17
124208.0,16.2,3.5,32.06999999999999,4.2,6.29,1.72,0.16,0.0
134225.0,17.6,2.5,36.8,2.71,6.03,4.27,0.53,3.16
119443.0,17.3,3.9,35.099999999999994,0.59,0.0,6.02,2.72,4.57
134361.0,15.9,3.2,36.0,4.63,2.07,4.68,4.34,1.18
140123.0,16.3,4.1,28.56,2.55,0.0,4.57,0.13,0.91
127403.0,17.3,3.6,38.89,5.97,3.96,3.44,3.14,1.48
135027.0,15.6,3.1,41.589999999999996,8.77,5.9,0.18,3.49,4.55
159585.0,15.3,4.6,41.23,6.69,8.06,4.19,1.25,1.14
133315.0,17.1,3.9,41.37,10.0,4.63,3.4,0.55,1.79
135038.0,17.2,3.2,27.16,0.0,0.0,2.02,3.6,1.14
152159.0,17.0,4.6,31.03,5.23,2.97,0.86,0.25,0.12
117443.0,17.6,3.9,35.31,3.46,4.39,2.99,1.56,1.41
135063.0,16.7,3.2,41.50999999999999,5.63,1.18,5.7,4.87,4.23
177770.0,14.4,4.4,34.150000000000006,2.28,2.66,3.2,2.69,4.52
138300.0,17.1,3.7,30.839999999999996,1.72,0.18,1.92,1.29,4.93
135088.0,16.7,3.4,23.95,1.32,0.0,0.5,1.33,0.7
157230.0,14.3,4.5,33.61,4.1,0.86,3.68,3.33,2.84
134940.0,18.1,3.0,35.6,3.51,3.23,1.75,2.04,3.97
135669.0,16.5,3.1,31.710000000000004,4.0,0.44,3.28,3.02,1.37
146402.0,15.5,4.7,41.11000000000001,7.03,7.01,4.77,1.18,0.92
128282.0,16.2,3.8,28.25,0.0,0.27,2.39,2.37,3.22
135863.0,16.3,3.2,33.47,3.77,0.56,4.92,2.55,2.17
150140.0,12.7,4.8,35.61,5.16,3.33,2.63,2.25,4.74
140334.0,17.3,3.6,32.5,3.65,4.08,1.44,1.2,1.23
136024.0,16.6,3.4,40.5,4.0,3.62,6.38,1.24,5.26
156208.0,14.8,4.0,29.31,0.3,3.31,1.3,5.45,0.15
113974.0,13.6,4.2,35.019999999999996,2.11,5.52,6.11,2.8,0.68
136070.0,10.5,3.4,32.410000000000004,4.08,8.08,0.0,2.25,4.1
181700.0,9.3,4.2,25.12,3.69,3.11,0.81,3.24,0.77
132594.0,17.0,3.4,34.57,4.19,4.42,1.14,2.27,2.15
136387.0,14.6,2.9,36.61,3.03,2.96,1.5,7.89,3.73
142155.0,13.0,4.3,36.449999999999996,7.69,6.72,3.12,1.08,0.54
130152.0,17.1,4.0,34.29,2.26,3.31,4.94,1.21,1.47
136644.0,17.5,3.1,32.35,4.93,0.0,5.03,0.7,1.09
131282.0,15.0,4.2,34.419999999999995,3.68,2.89,4.56,1.36,2.73
100375.0,14.4,2.9,26.79,2.44,0.63,2.9,3.13,0.39
136746.0,16.5,2.3,30.200000000000003,1.77,0.89,2.87,4.12,1.75
187281.0,15.1,5.1,36.78,1.66,3.6,4.69,2.83,3.8
131556.0,15.4,3.8,29.409999999999997,0.0,2.97,2.24,3.84,1.16
136975.0,14.9,2.6,32.09,2.22,3.78,1.8,2.51,4.28
140914.0,14.3,4.6,32.60999999999999,4.54,0.56,2.42,2.48,3.71
132378.0,17.2,3.7,31.81,6.48,1.36,1.46,0.0,1.61
137146.0,17.5,3.2,36.35,5.46,2.18,2.86,5.15,0.0
166921.0,16.5,4.4,33.17,0.0,3.98,0.64,5.06,2.59
139367.0,16.9,3.8,31.52,2.35,0.83,2.66,0.0,4.98
137397.0,16.0,3.0,33.00000000000001,0.0,0.19,6.58,4.49,2.74
150905.0,15.1,4.2,33.02,5.6,0.91,1.3,3.85,2.06
66901.0,17.4,3.8,36.449999999999996,3.77,1.68,5.97,0.0,3.83
137846.0,16.4,3.0,31.11,2.19,3.99,0.0,1.12,4.41
191637.0,12.5,4.5,29.2,5.9,0.0,3.55,0.0,2.75
145889.0,16.6,3.8,31.9,3.22,2.0,4.2,2.08,0.0
138215.0,16.3,2.3,32.540000000000006,6.06,0.0,1.85,0.03,6.0
160420.0,17.9,4.4,35.15,3.1,2.06,3.0,4.3,0.39
117032.0,16.5,3.7,36.6,1.83,2.25,3.94,5.4,2.98
138392.0,15.0,3.3,30.480000000000004,2.46,2.81,2.92,0.91,3.08
171216.0,15.7,4.4,36.3,7.41,2.32,0.0,4.1,2.37
144160.0,17.0,3.9,33.89999999999999,3.63,2.74,1.04,3.29,2.3
138827.0,16.5,3.3,27.03,4.7,2.52,0.0,0.01,0.0
157568.0,15.7,3.6,26.700000000000003,0.84,0.37,1.05,1.92,3.22
109033.0,16.8,3.5,33.99,3.06,2.92,1.98,2.29,3.44
138867.0,15.2,3.4,30.209999999999994,2.16,2.54,2.77,3.42,0.72
165715.0,14.0,4.6,34.06,2.5,3.03,6.47,0.0,3.46
138570.0,12.2,3.9,22.65,3.35,0.83,0.0,1.52,0.85
138966.0,15.4,2.4,30.919999999999998,2.61,3.32,4.97,0.86,1.36
146423.0,15.2,4.3,35.50999999999999,6.18,4.01,1.25,2.23,2.34
338690.0,13.3,3.5,24.88,0.0,2.7,2.38,1.93,1.07
139018.0,13.6,2.6,39.25,7.97,6.36,5.63,0.0,3.09
144799.0,8.6,3.7,22.58,2.79,0.0,3.55,1.61,2.33
137690.0,17.6,3.8,34.28,4.4,0.27,1.19,3.61,3.41
139247.0,16.8,3.2,30.49,0.0,1.13,2.76,3.29,3.31
160700.0,16.7,4.2,37.940000000000005,2.28,3.25,5.95,0.0,5.56
145684.0,17.2,3.5,38.97,8.51,4.04,1.6,1.73,2.39
139827.0,16.6,3.5,35.35,7.01,0.04,4.09,1.33,2.78
160890.0,16.0,4.1,27.490000000000002,0.31,0.8,1.37,2.4,2.51
144101.0,17.0,4.0,34.25,4.48,2.26,0.87,1.72,3.92
140519.0,15.3,2.3,24.600000000000005,3.71,0.0,2.1,0.35,0.84
148637.0,15.5,4.5,38.25,1.4,5.74,1.33,4.03,5.75
132515.0,18.1,3.8,31.430000000000003,0.72,4.62,0.0,3.71,0.48
140665.0,15.7,3.1,38.42,5.18,7.03,0.1,2.99,4.32
160657.0,15.9,4.4,34.86,2.12,2.05,2.42,4.27,3.7
155373.0,15.0,3.3,28.29,2.17,2.87,3.18,0.03,1.74
141090.0,16.3,3.7,35.849999999999994,6.8,3.79,0.0,4.21,1.05
182578.0,17.1,2.9,35.589999999999996,5.5,0.51,3.49,3.83,2.26
141309.0,18.4,3.4,31.08,3.95,2.84,0.0,2.19,0.3
157798.0,15.1,5.1,33.43,5.61,0.0,4.33,0.29,3.0
103692.0,13.5,2.4,26.83,1.57,2.47,2.09,2.76,2.04
141414.0,18.2,3.5,43.31999999999999,9.09,0.75,4.9,4.51,2.37
206054.0,14.4,5.3,34.94,2.4,3.15,3.54,6.01,0.14
144277.0,17.3,3.7,35.72,5.44,0.38,1.16,3.04,4.7
141612.0,15.6,3.3,33.51,0.0,3.1,3.51,5.31,2.69
159654.0,15.8,4.0,33.900000000000006,5.71,2.98,5.1,0.0,0.31
139827.0,17.4,3.7,33.99,1.03,2.2,3.16,3.62,2.88
141630.0,16.1,2.8,35.440000000000005,5.24,0.98,5.84,1.13,3.35
162272.0,15.5,4.2,33.93,1.27,4.0,2.88,2.55,3.53
153672.0,17.6,3.6,34.2,1.64,3.92,3.95,1.81,1.68
141667.0,16.5,2.9,32.03,0.0,1.59,4.97,1.58,4.49
154121.0,16.4,3.6,29.78,2.0,0.19,2.44,4.43,0.72
142047.0,15.8,2.9,42.45,3.48,3.19,5.21,6.69,5.18
153056.0,17.7,4.3,37.39,3.5,6.1,0.0,4.6,1.19
123753.0,17.1,4.2,34.24000000000001,4.4,2.19,2.83,2.45,1.07
142301.0,14.5,2.7,27.11,3.67,1.07,0.0,2.59,2.58
117894.0,12.8,4.9,37.160000000000004,5.28,3.31,6.4,1.33,3.14
150401.0,17.8,4.1,40.36,1.27,4.8,4.83,4.85,2.71
131986.0,16.6,3.8,33.120000000000005,2.63,2.3,2.44,2.26,3.09
142575.0,15.4,3.2,35.84,2.88,4.14,2.46,6.11,1.65
161317.0,15.9,4.4,37.470000000000006,6.81,1.51,4.3,1.24,3.31
153006.0,16.1,3.7,32.93,0.0,2.39,3.62,4.05,3.07
142665.0,18.9,3.5,33.94,4.52,3.49,1.07,0.19,2.27
171409.0,13.4,4.3,31.679999999999996,5.56,1.72,4.56,0.0,2.14
141779.0,13.4,3.0,25.759999999999994,4.4,0.88,0.0,2.24,1.84
142929.0,10.7,4.2,27.33,1.74,1.29,6.29,2.83,0.28
182677.0,17.0,3.3,35.45,7.21,1.33,3.33,1.24,2.04
134586.0,18.6,4.0,32.25000000000001,1.35,2.3,4.8,0.0,1.2
143328.0,15.3,2.5,25.31,3.91,1.88,1.72,0.0,0.0
139743.0,14.4,4.7,29.55,0.48,1.11,4.09,3.47,1.3
166725.0,15.3,3.2,26.730000000000004,1.6,5.17,0.1,1.36,0.0
143465.0,17.3,2.3,24.73,1.77,0.0,3.36,0.0,0.0
293616.0,14.9,4.0,31.79,5.73,3.57,2.62,0.83,0.14
154939.0,16.4,3.5,27.110000000000003,1.12,1.3,1.17,0.0,3.62
143488.0,16.9,2.9,29.249999999999996,0.27,3.36,1.28,2.95,1.59
162618.0,17.0,4.2,32.4,3.04,1.26,3.2,2.85,0.85
119092.0,15.7,3.7,35.730000000000004,5.09,0.54,7.58,0.45,2.67
143514.0,14.0,2.6,34.93,3.12,2.4,5.36,3.91,3.54
177590.0,12.0,4.8,24.12,1.68,2.4,0.64,0.0,2.6
124362.0,12.8,3.6,32.53,4.6,1.55,2.94,3.69,3.35
144227.0,11.0,3.1,21.89,1.04,0.96,2.38,1.47,1.94
258344.0,14.5,4.7,35.970000000000006,1.6,5.66,4.44,2.26,2.81
139419.0,17.1,3.5,35.71,3.86,2.46,4.45,1.42,2.92
144380.0,15.9,3.0,38.67,4.46,3.97,4.62,1.19,5.53
165165.0,15.8,4.2,35.0,3.24,1.69,3.6,3.6,2.87
200407.0,16.2,4.4,36.129999999999995,3.79,6.79,2.18,0.36,2.41
144387.0,14.8,3.0,26.080000000000005,3.3,0.14,2.12,1.01,1.71
206493.0,15.8,5.1,34.69,3.42,2.38,3.21,2.37,2.41
137214.0,16.8,3.7,37.87,5.63,3.79,4.7,1.39,1.86
144491.0,16.1,2.9,27.470000000000002,5.42,0.0,0.37,0.61,2.07
164267.0,15.9,4.5,32.24,0.0,1.62,3.95,2.44,3.83
139779.0,17.8,3.6,29.680000000000007,0.8,0.28,3.32,3.53,0.35
145169.0,17.1,2.5,27.460000000000004,4.28,0.12,0.75,1.12,1.59
161329.0,13.2,3.0,24.710000000000004,1.12,1.39,0.78,3.28,1.94
162211.0,16.5,4.2,38.74,4.95,4.98,3.94,1.39,2.78
145534.0,15.0,1.7,25.840000000000003,1.35,1.03,0.2,2.55,4.01
164853.0,17.0,5.3,37.87,4.77,3.81,2.55,1.23,3.21
138763.0,16.5,3.6,34.11,5.11,1.98,4.13,0.0,2.79
146037.0,14.7,2.8,26.02,2.77,0.0,3.49,1.92,0.34
171215.0,14.7,4.6,26.549999999999997,0.0,1.58,1.36,0.44,3.87
122366.0,16.8,3.6,36.400000000000006,7.55,2.8,3.65,0.05,1.95
146487.0,12.7,2.6,29.929999999999996,5.99,2.04,3.7,1.41,1.49
162848.0,15.4,4.9,27.180000000000003,1.26,0.0,3.46,0.0,2.16
115803.0,16.7,3.8,32.9,4.4,3.18,0.99,2.56,1.27
146534.0,15.3,3.1,30.62,1.57,3.77,2.88,0.73,3.27
175693.0,14.2,4.4,26.7,0.0,0.91,0.08,2.38,4.73
143173.0,16.4,3.4,27.799999999999997,0.47,3.11,0.0,1.25,3.17
146725.0,16.2,3.0,32.04,3.17,3.92,2.5,1.13,2.12
163257.0,15.4,4.4,34.31,3.69,3.48,4.54,0.24,2.56
145229.0,16.4,3.2,33.839999999999996,2.75,1.57,5.86,0.82,3.24
147123.0,17.5,3.8,28.310000000000006,0.67,3.23,0.87,2.08,0.16
152946.0,16.8,5.0,37.13,3.1,1.31,3.6,4.82,2.5
129470.0,16.0,3.9,34.559999999999995,4.29,1.47,2.41,4.87,1.62
147684.0,16.0,3.1,32.64,1.36,2.27,4.8,4.5,0.61
181356.0,14.5,4.5,36.480000000000004,5.33,5.28,2.35,0.5,4.02
140036.0,17.2,3.7,42.379999999999995,5.09,2.56,6.03,4.29,3.51
148128.0,15.4,3.1,30.44,6.42,0.17,3.25,0.22,1.88
177640.0,14.9,4.2,36.34,1.6,3.94,4.51,4.6,2.59
122357.0,16.0,3.7,38.04,5.23,6.23,2.27,1.55,3.06
148173.0,15.3,3.3,37.150000000000006,3.42,2.8,6.05,3.08,3.2
173749.0,14.3,4.3,27.87,1.13,1.5,2.74,1.85,2.05
150769.0,16.8,4.0,39.12,7.04,0.3,1.7,3.73,5.55
148501.0,15.3,3.6,35.85000000000001,4.77,1.93,2.55,4.29,3.41
164579.0,15.7,4.1,30.13,0.42,5.25,2.91,0.0,1.75
136023.0,17.1,3.7,36.74,3.41,0.0,6.56,2.97,3.0
149190.0,16.4,3.2,34.07,0.85,1.84,3.86,3.74,4.18
170289.0,16.0,4.4,33.879999999999995,0.0,1.68,5.52,2.17,4.11
139417.0,15.3,3.6,34.93,0.62,2.02,3.89,5.45,4.05
149477.0,14.0,2.9,28.250000000000004,2.03,3.07,2.96,2.19,1.1
143675.0,15.7,4.7,34.839999999999996,3.68,3.43,3.54,0.26,3.53
135697.0,17.3,3.6,34.84,0.0,2.63,5.17,3.44,2.7
149538.0,15.5,3.1,27.67,0.0,1.73,4.46,0.3,2.58
150050.0,15.9,4.4,32.53,3.26,0.85,3.35,3.13,1.64
141336.0,16.9,3.9,33.26,2.83,0.0,4.4,0.44,4.79
149553.0,16.1,2.9,34.49,4.62,3.49,1.26,2.42,3.7
153577.0,15.9,4.2,37.55,6.66,5.27,2.36,0.86,2.3
145421.0,18.2,4.5,37.24,0.0,5.92,2.44,4.15,2.03
149732.0,15.5,2.0,28.32,3.83,0.0,3.89,0.92,2.18
190522.0,14.3,4.2,34.65,10.0,2.72,0.72,1.52,1.19
138674.0,14.3,3.3,33.31,1.32,0.0,6.84,2.52,5.03
149747.0,13.3,2.7,27.740000000000002,0.96,3.31,3.58,0.0,3.89
135151.0,12.7,3.9,23.5,0.93,0.0,3.69,0.02,2.26
175223.0,15.7,4.1,33.949999999999996,3.65,1.9,4.86,0.0,3.74
149778.0,14.1,3.3,24.46,0.42,1.53,0.09,2.01,3.01
218132.0,14.5,4.6,27.900000000000002,2.98,0.0,1.34,2.0,2.48
153179.0,17.6,3.0,27.28,0.0,2.09,2.89,0.0,1.7
149931.0,15.8,3.1,28.09,0.0,2.32,4.45,1.18,1.24
149833.0,15.9,4.5,27.6,0.0,1.07,3.28,0.0,2.85
138110.0,18.2,3.8,42.02,4.37,2.87,4.69,3.45,4.64
150367.0,17.2,3.3,31.879999999999995,2.26,2.82,0.0,4.38,1.92
169420.0,15.9,4.1,37.16,4.81,3.98,3.87,3.24,1.26
140217.0,17.1,4.0,38.25000000000001,6.59,0.0,4.97,2.49,3.1
150587.0,15.5,3.1,29.249999999999996,1.74,1.11,3.7,1.83,2.27
185667.0,14.8,4.6,26.58,1.12,0.0,3.0,1.77,1.29
144401.0,17.3,3.8,31.740000000000002,1.61,0.73,0.64,4.78,2.88
150592.0,15.5,3.3,40.980000000000004,10.0,3.93,3.0,2.84,2.41
172759.0,15.3,4.0,29.74,6.11,0.81,0.09,1.47,1.96
55760.0,18.5,3.8,38.940000000000005,7.24,1.78,4.2,0.0,3.42
150840.0,17.5,-0.5,29.1,1.35,2.79,0.0,2.97,4.99
154688.0,15.9,3.2,36.68,6.11,3.61,3.65,3.88,0.33
151074.0,13.5,2.4,30.880000000000003,6.27,1.15,3.07,0.0,4.49
288577.0,12.1,4.6,27.39,3.53,3.73,0.51,0.49,2.43
127456.0,16.8,4.0,34.71,3.37,1.92,5.14,1.94,1.54
151149.0,16.0,3.0,32.68,5.95,0.0,1.95,2.2,3.58
152269.0,15.7,4.2,25.909999999999997,3.06,1.01,0.24,1.7,0.0
147524.0,14.8,3.5,39.11,5.45,2.61,5.28,3.18,4.29
151371.0,16.4,2.1,24.42,1.98,1.07,0.0,2.12,0.75
153966.0,16.5,5.1,38.46,0.85,5.21,2.94,6.14,1.72
141499.0,16.1,4.0,29.06,1.31,3.08,0.0,2.26,2.31
151393.0,14.8,3.2,30.110000000000003,2.32,2.6,3.73,0.66,2.8
172736.0,14.1,4.2,31.479999999999997,4.12,2.76,1.88,1.4,3.02
159003.0,16.7,3.4,32.61,4.36,0.0,3.29,0.0,4.86
151435.0,15.5,3.1,28.470000000000002,3.67,0.91,2.97,2.19,0.13
173430.0,14.5,4.6,34.980000000000004,1.88,1.51,4.98,5.52,1.99
190088.0,16.9,3.2,36.480000000000004,3.03,4.47,1.34,3.52,4.02
151681.0,14.2,3.2,24.05,1.88,0.0,2.08,0.0,2.69
193765.0,8.3,3.2,24.059999999999995,4.51,2.55,0.72,1.7,3.08
154673.0,17.0,3.0,32.67,0.0,2.82,2.39,1.46,6.0
152383.0,17.5,2.5,30.499999999999996,3.48,2.63,0.84,2.97,0.58
160627.0,14.6,4.7,35.54,3.61,4.33,4.57,0.9,2.83
142053.0,17.2,3.9,33.699999999999996,0.95,4.64,1.22,3.32,2.47
152629.0,15.2,3.0,31.700000000000003,3.16,3.17,2.35,3.89,0.93
173161.0,16.1,4.1,43.56,5.54,5.94,5.0,3.79,3.09
221745.0,16.5,3.6,37.690000000000005,0.46,5.29,3.69,3.19,4.96
152768.0,14.7,2.8,37.8,4.28,4.1,6.3,2.03,3.59
302413.0,14.6,4.2,30.910000000000004,3.91,1.28,3.6,1.92,1.4
158248.0,16.8,3.2,37.81,5.92,4.17,3.65,3.92,0.15
152805.0,13.1,2.1,28.720000000000002,0.0,1.26,3.24,5.63,3.39
163720.0,14.9,4.6,24.74,0.0,0.0,2.18,1.38,1.68
133182.0,16.6,3.8,31.36,5.22,1.67,4.07,0.0,0.0
152878.0,15.4,3.0,27.24,3.71,0.0,3.02,2.11,0.0
153262.0,15.7,4.3,34.81,4.53,4.78,2.03,0.45,3.02
147504.0,17.4,3.5,38.85,1.52,2.27,6.25,4.38,3.53
153287.0,14.9,3.1,35.260000000000005,10.0,0.29,4.38,2.14,0.45
148662.0,15.3,4.2,37.93,5.49,5.64,1.49,2.37,3.44
143837.0,16.3,3.5,34.29,4.86,2.1,2.2,0.84,4.49
153306.0,16.3,3.1,39.17000000000001,4.4,1.58,7.66,2.39,3.74
190279.0,15.6,4.7,40.98,6.5,3.47,2.07,6.27,2.37
163053.0,15.9,3.6,26.599999999999998,5.21,0.02,1.72,0.15,0.0
153767.0,14.5,3.2,30.489999999999995,5.85,1.31,1.99,0.76,2.88
164996.0,15.1,3.9,28.129999999999995,1.45,0.0,2.95,2.08,2.65
145796.0,17.0,3.3,29.380000000000003,1.6,1.54,2.64,1.73,1.57
153933.0,16.5,2.9,37.76,3.1,5.97,4.35,2.29,2.65
173923.0,15.3,4.2,40.51,3.63,6.03,6.52,1.29,3.54
153452.0,16.4,3.6,30.480000000000004,3.68,0.82,2.49,0.0,3.49
154219.0,15.2,2.9,30.439999999999998,1.59,4.26,2.62,0.78,3.09
164151.0,14.8,4.2,35.24,5.49,3.22,3.82,0.0,3.71
132780.0,16.8,3.6,31.02,1.68,1.81,3.06,0.0,4.07
154424.0,16.0,3.1,31.2,6.47,0.46,2.27,0.47,2.43
157396.0,15.6,4.0,35.839999999999996,3.38,2.88,3.76,2.44,3.78
142080.0,15.9,3.6,37.7,5.83,4.17,6.64,0.0,1.56
154463.0,16.1,3.1,37.410000000000004,7.29,4.24,3.5,1.98,1.2
169154.0,15.7,4.3,34.38,2.37,3.05,5.31,3.65,0.0
177594.0,16.8,3.7,32.61,3.28,7.09,0.0,0.0,1.74
154734.0,16.6,3.0,29.450000000000003,1.1,3.51,2.1,0.55,2.59
117668.0,16.8,4.5,32.49,3.52,0.0,0.0,3.13,4.54
155109.0,17.5,4.0,26.63,0.0,0.0,3.72,0.88,0.53
154814.0,15.9,3.8,34.089999999999996,1.3,7.61,1.63,2.87,0.98
160956.0,17.5,3.7,36.1,7.27,1.72,1.48,0.14,4.29
141970.0,16.6,3.7,33.71,3.17,1.81,3.25,2.33,2.85
155218.0,16.8,3.1,27.240000000000006,0.0,1.44,2.42,0.0,3.48
146514.0,16.7,3.6,42.89,6.51,5.85,2.65,2.8,4.78
155841.0,16.1,3.0,36.470000000000006,2.95,5.87,3.29,2.77,2.49
176157.0,15.0,4.5,30.35,0.41,4.32,2.57,1.07,2.48
125562.0,11.7,2.7,29.4,2.57,3.93,1.14,3.63,3.73
156435.0,12.2,2.9,24.729999999999997,0.0,2.62,3.47,0.0,3.54
147731.0,9.6,3.6,30.22,3.04,3.95,4.03,2.78,3.22
120172.0,18.3,3.5,33.46999999999999,3.9,1.65,0.4,1.67,4.05
156479.0,14.6,3.4,32.940000000000005,4.24,3.53,4.46,2.71,0.0
195140.0,12.5,4.1,29.48,6.25,3.23,1.81,0.43,1.16
138630.0,19.3,3.7,34.25,3.36,1.2,0.99,3.07,2.63
156652.0,14.6,3.4,33.86,2.65,4.14,3.25,1.84,3.98
193815.0,15.8,5.5,41.44,5.04,5.27,3.29,4.68,1.86
154139.0,17.6,3.8,39.59,5.46,5.11,4.02,1.58,2.02
156851.0,15.1,2.8,22.16,0.64,0.07,1.95,0.0,1.6
176972.0,15.6,4.1,45.11,7.97,3.78,5.61,4.44,3.61
130773.0,15.9,3.4,28.78,2.25,3.85,1.13,1.31,0.94
156945.0,14.6,2.7,38.16,8.58,6.69,1.43,4.16,0.0
183677.0,14.2,4.5,36.529999999999994,3.75,3.4,4.59,2.05,4.04
145428.0,16.5,3.5,34.53,6.03,2.16,3.64,0.01,2.69
