basari_sirasi,tyt_turkce,tyt_matematik,tyt_sosyal,tyt_fen,toplam_net
26400.0,31.9,33.3,14.4,16.7,96.3
24953.0,30.4,34.5,14.5,15.5,94.9
28342.0,31.8,33.4,14.5,16.5,96.2
26451.0,32.3,33.1,14.5,17.2,97.1
27537.0,30.7,34.0,14.3,15.2,94.2
30608.0,31.6,34.3,14.8,16.1,96.8
26677.0,31.6,34.4,14.7,17.0,97.7
31889.0,30.2,34.9,14.2,15.1,94.4
24510.0,32.1,35.0,15.2,16.9,99.2
26684.0,32.9,35.4,13.4,17.3,99.0
31480.0,32.0,35.9,14.8,14.4,97.1
22581.0,32.3,34.5,15.2,17.0,99.0
26723.0,31.9,34.0,14.8,17.5,98.2
34612.0,31.0,34.1,14.2,15.4,94.7
26180.0,31.9,33.9,14.8,16.2,96.8
26767.0,32.0,32.7,14.2,16.9,95.8
28163.0,30.5,33.4,14.6,15.3,93.8
25780.0,32.2,34.8,15.0,16.7,98.7
26849.0,31.8,32.8,14.2,16.8,95.6
28525.0,30.6,34.3,14.4,15.2,94.5
29719.0,32.4,34.7,14.8,16.3,98.2
26896.0,32.2,34.2,15.1,17.3,98.8
32894.0,30.9,34.7,14.4,15.0,95.0
32248.0,31.0,32.3,15.0,16.8,95.1
26941.0,34.1,33.4,16.0,15.5,99.0
30351.0,30.0,33.3,15.5,15.8,94.6
34710.0,30.9,34.4,13.7,16.6,95.6
27052.0,31.4,35.9,15.5,17.3,100.1
25548.0,31.5,36.5,14.3,15.8,98.1
28740.0,32.7,33.9,14.4,15.7,96.7
27063.0,33.6,31.6,16.0,17.7,98.9
25448.0,30.3,35.8,15.7,14.8,96.6
32580.0,32.5,32.3,13.6,15.7,94.1
27090.0,31.6,34.2,14.6,16.5,96.9
27924.0,30.5,35.1,14.5,15.4,95.5
27146.0,32.0,35.1,14.1,15.5,96.7
27160.0,32.6,34.3,15.1,16.8,98.8
24656.0,32.0,36.1,15.0,15.4,98.5
26897.0,32.2,34.3,15.1,16.5,98.1
27217.0,31.8,33.0,14.4,16.8,96.0
28283.0,30.8,34.3,14.3,15.2,94.6
28376.0,31.8,33.8,14.0,16.3,95.9
27276.0,32.6,32.9,14.6,17.3,97.4
24579.0,31.6,35.0,14.9,15.6,97.1
38550.0,31.8,31.4,15.3,15.2,93.7
27355.0,31.1,35.1,14.5,17.7,98.4
25837.0,31.8,35.5,15.0,16.6,98.9
48305.0,31.6,30.8,14.4,14.5,91.3
27584.0,31.8,34.0,13.8,16.9,96.5
31484.0,32.6,34.4,14.6,15.0,96.6
36423.0,32.1,33.4,16.1,17.3,98.9
27637.0,31.3,33.8,16.9,18.8,100.8
75693.0,32.3,35.9,13.4,15.0,96.6
29049.0,32.4,33.2,14.8,16.3,96.7
27673.0,32.2,33.3,14.4,16.9,96.8
24140.0,31.8,34.5,14.7,15.4,96.4
26345.0,32.3,34.7,14.7,16.5,98.2
27792.0,32.2,33.1,14.8,16.8,96.9
29647.0,31.0,33.9,14.7,15.6,95.2
26474.0,31.3,34.0,14.4,16.6,96.3
27793.0,31.5,33.5,13.9,16.8,95.7
26347.0,30.2,34.3,14.4,15.5,94.4
39558.0,30.9,32.8,14.2,15.8,93.7
27795.0,31.3,32.5,14.1,17.1,95.0
34400.0,30.4,34.8,13.0,14.3,92.5
27177.0,31.1,33.8,14.2,16.0,95.1
27868.0,31.3,33.5,14.4,17.1,96.3
24201.0,31.0,35.2,14.9,15.5,96.6
27427.0,32.1,33.7,14.6,16.3,96.7
27881.0,32.0,32.8,14.2,17.0,96.0
28799.0,31.2,33.7,14.0,15.5,94.4
27352.0,30.7,34.0,14.4,16.5,95.6
27892.0,30.8,33.9,13.7,16.4,94.8
27741.0,29.0,34.0,14.9,15.4,93.3
64663.0,32.5,30.3,14.4,15.3,92.5
27959.0,32.5,33.9,15.7,18.0,100.1
37782.0,33.8,33.4,14.0,15.5,96.7
27034.0,31.7,34.0,14.6,16.6,96.9
27991.0,31.7,32.8,14.5,16.8,95.8
29596.0,29.9,34.0,14.6,15.2,93.7
27909.0,30.9,34.0,14.3,16.6,95.8
28092.0,31.5,32.9,14.3,16.7,95.4
27516.0,32.1,34.0,15.0,16.7,97.8
28118.0,31.7,33.1,14.7,17.0,96.5
29360.0,30.2,34.2,14.3,15.4,94.1
23431.0,32.1,34.1,15.1,17.8,99.1
28233.0,31.8,36.1,14.0,17.7,99.6
44877.0,29.8,34.1,14.1,13.9,91.9
26429.0,32.0,34.7,15.2,16.8,98.7
28298.0,31.3,33.7,14.3,17.1,96.4
22455.0,31.2,35.0,14.7,15.7,96.6
28236.0,31.3,33.8,14.4,15.9,95.4
28337.0,32.1,33.5,14.0,17.2,96.8
26136.0,31.4,34.4,14.7,15.3,95.8
20117.0,32.4,36.0,15.4,18.8,102.6
28345.0,32.4,33.0,16.1,16.4,97.9
39741.0,32.1,34.7,14.7,14.6,96.1
28380.0,32.0,33.5,13.9,17.5,96.9
30868.0,31.9,32.6,15.4,16.5,96.4
28505.0,32.3,28.8,16.8,16.5,94.4
18053.0,32.0,37.5,13.8,17.5,100.8
39669.0,30.9,32.7,14.0,15.5,93.1
28518.0,31.5,33.5,13.9,16.9,95.8
33033.0,30.9,33.6,14.2,15.1,93.8
29883.0,33.4,34.2,14.7,16.4,98.7
28632.0,33.1,33.8,14.4,17.4,98.70000000000002
27349.0,32.7,34.7,15.5,15.9,98.8
31207.0,32.9,35.4,14.3,15.8,98.4
28672.0,30.1,30.1,14.3,17.1,91.6
28776.0,31.9,34.0,15.3,14.6,95.8
28100.0,31.5,33.8,14.5,16.3,96.1
28728.0,31.2,32.5,14.3,17.0,95.0
29789.0,30.5,33.7,14.6,15.0,93.8
29333.0,31.0,33.5,13.9,16.2,94.6
28837.0,31.6,32.7,13.9,16.8,95.0
26038.0,30.9,34.4,13.9,15.4,94.6
65419.0,28.0,29.6,13.3,14.7,85.60000000000001
28982.0,30.6,32.8,14.6,16.8,94.8
30943.0,30.8,35.5,14.7,15.1,96.1
31519.0,31.9,34.1,14.7,16.5,97.2
29025.0,31.8,32.2,16.1,18.1,98.2
29383.0,32.9,33.5,14.9,15.8,97.1
46372.0,30.7,31.1,14.6,15.8,92.2
29128.0,32.8,33.6,13.8,16.3,96.5
33803.0,28.1,34.8,14.4,14.7,92.0
27311.0,31.7,33.9,15.0,16.5,97.1
29149.0,31.5,33.1,14.4,16.6,95.6
24576.0,30.8,34.9,14.6,15.6,95.9
28414.0,31.9,33.6,14.3,16.2,96.0
29192.0,31.3,32.5,14.1,16.8,94.7
30002.0,30.2,33.9,14.4,15.2,93.7
30671.0,32.5,34.4,13.8,15.0,95.7
29196.0,33.1,33.3,15.2,17.1,98.70000000000002
27674.0,31.6,35.6,14.8,16.0,98.0
23360.0,32.8,34.9,14.8,17.1,99.6
29203.0,32.3,32.6,14.5,17.1,96.5
38518.0,31.1,33.4,14.5,14.4,93.4
35574.0,33.0,34.9,15.4,17.0,100.3
29274.0,34.6,33.6,15.6,17.5,101.3
31207.0,32.2,34.1,15.0,16.3,97.6
55213.0,29.8,30.8,12.8,16.1,89.5
29487.0,30.0,32.5,14.5,17.1,94.1
36469.0,32.0,33.1,14.7,16.4,96.2
29190.0,31.1,33.4,14.1,16.3,94.9
29527.0,30.3,32.8,13.3,16.7,93.1
28467.0,31.6,33.4,14.6,15.5,95.1
30038.0,31.1,33.4,14.4,16.3,95.2
29643.0,31.2,33.6,14.4,16.5,95.7
27379.0,31.0,34.2,14.3,15.6,95.1
29256.0,32.2,32.8,14.0,16.3,95.3
29660.0,30.4,32.4,13.8,16.7,93.3
31110.0,30.4,34.3,13.5,14.6,92.79999999999998
27750.0,33.0,34.5,14.2,17.1,98.8
29663.0,33.5,34.5,14.4,17.7,100.1
39894.0,31.5,32.6,14.2,15.4,93.7
47749.0,30.9,33.0,14.4,15.5,93.8
29765.0,33.2,32.3,15.0,17.3,97.8
32334.0,32.7,34.6,14.2,16.5,98.0
29815.0,32.3,33.7,14.4,17.3,97.7
33310.0,31.9,33.9,14.8,15.5,96.1
29854.0,27.5,32.0,16.3,15.5,91.3
29100.0,30.0,36.5,8.3,15.0,89.8
29182.0,31.6,33.2,14.6,16.1,95.5
29886.0,31.2,32.7,13.9,17.3,95.1
29941.0,29.9,33.4,14.2,15.0,92.5
28704.0,31.6,33.8,14.3,16.0,95.7
29950.0,31.5,32.4,13.8,17.1,94.8
28284.0,30.5,34.4,14.3,15.3,94.5
45259.0,31.5,32.6,13.9,14.6,92.6
30005.0,32.0,32.5,15.9,17.8,98.2
27646.0,34.5,33.8,15.1,16.4,99.79999999999998
40913.0,32.5,32.0,12.2,16.3,93.0
30089.0,35.3,32.3,15.7,16.0,99.3
31797.0,32.3,32.5,16.6,15.3,96.7
84271.0,29.7,29.9,15.2,14.1,88.89999999999999
30419.0,33.3,33.1,13.4,16.7,96.5
34591.0,32.4,35.4,13.2,16.9,97.9
29704.0,32.1,32.3,13.5,16.7,94.6
30492.0,31.8,32.8,12.8,16.4,93.79999999999998
31341.0,28.8,32.7,14.7,15.3,91.5
30469.0,31.7,33.1,14.4,15.9,95.1
30537.0,32.0,32.3,13.7,17.3,95.3
29661.0,31.3,34.5,13.9,14.9,94.6
30090.0,33.9,33.7,15.2,16.0,98.8
30555.0,32.6,31.4,14.3,17.9,96.2
32743.0,27.5,34.5,12.9,16.1,91.0
30424.0,32.6,33.9,14.1,16.5,97.1
30639.0,31.6,33.0,14.2,16.9,95.7
30210.0,30.8,34.4,14.2,15.1,94.5
29679.0,32.5,30.2,14.2,9.0,85.9
30755.0,25.0,28.5,10.3,13.8,77.6
31085.0,28.2,32.9,16.0,15.0,92.1
30784.0,30.2,30.8,12.6,16.7,90.3
27749.0,30.1,34.8,14.6,16.5,96.0
49197.0,31.5,31.6,14.1,16.0,93.2
30788.0,32.2,33.0,15.1,17.7,98.0
24971.0,32.5,35.5,14.6,16.3,98.9
30722.0,31.2,34.1,14.1,16.0,95.4
30855.0,31.6,31.8,13.9,17.0,94.3
30036.0,31.0,33.4,14.3,15.4,94.1
30774.0,32.7,33.8,13.9,15.6,96.0
30869.0,29.9,32.5,13.2,17.0,92.6
29896.0,31.5,33.2,14.2,14.9,93.8
31183.0,31.7,33.2,14.2,16.0,95.1
30982.0,31.9,32.2,14.2,16.5,94.8
29064.0,31.1,34.2,14.2,15.2,94.70000000000002
25282.0,33.2,34.0,15.7,17.9,100.8
31062.0,33.0,35.3,14.3,16.5,99.1
44448.0,33.2,32.6,15.4,15.6,96.8
51175.0,32.8,30.8,13.1,14.4,91.1
31138.0,27.7,35.8,13.7,17.5,94.7
31902.0,31.6,33.4,13.5,15.6,94.1
31102.0,31.5,33.0,13.9,16.0,94.4
31144.0,31.5,32.1,14.0,17.0,94.6
28443.0,31.4,34.5,14.7,15.0,95.6
33932.0,33.0,33.1,14.7,16.3,97.1
31274.0,32.2,32.0,14.6,17.4,96.2
28137.0,32.6,33.4,14.7,15.9,96.6
53028.0,30.6,32.2,15.6,15.7,94.1
31310.0,31.4,30.5,14.3,17.6,93.8
41824.0,32.3,33.4,14.5,14.6,94.79999999999998
39206.0,31.9,32.4,14.7,15.9,94.9
31319.0,32.8,32.1,15.2,17.1,97.20000000000002
28912.0,31.8,34.0,14.4,15.8,96.0
34163.0,31.1,32.9,14.8,16.5,95.3
31325.0,31.5,33.6,14.6,17.1,96.79999999999998
39632.0,30.2,33.1,13.9,15.0,92.2
31544.0,31.6,33.2,14.1,15.8,94.7
31361.0,31.4,32.8,14.2,16.8,95.2
30597.0,30.7,33.6,14.1,15.1,93.5
32348.0,31.7,33.7,14.1,16.3,95.8
31474.0,31.2,33.2,14.3,17.0,95.7
28427.0,34.7,33.3,13.5,14.2,95.7
59350.0,28.5,30.3,12.8,14.8,86.39999999999999
31476.0,31.2,34.7,14.2,17.2,97.3
31660.0,31.4,33.0,14.2,15.9,94.5
31536.0,31.2,32.1,13.9,16.7,93.9
30100.0,31.0,34.0,14.5,15.2,94.7
82296.0,29.4,31.3,13.6,12.3,86.6
31636.0,31.5,31.2,14.4,15.9,93.0
39361.0,32.7,33.2,14.4,14.6,94.9
31624.0,35.0,32.6,14.7,16.3,98.6
31794.0,31.3,35.3,13.1,15.9,95.6
29094.0,30.7,34.5,12.9,14.9,93.0
43512.0,30.8,31.5,14.5,15.7,92.5
31882.0,31.2,32.8,13.8,17.3,95.1
38162.0,30.4,32.9,14.2,15.1,92.6
42046.0,31.4,34.4,14.1,16.1,96.0
32036.0,30.2,33.9,12.5,16.2,92.8
42869.0,32.4,34.3,14.1,14.9,95.7
32399.0,32.9,33.2,14.5,16.4,97.0
32040.0,31.1,32.9,14.6,17.7,96.3
32350.0,29.3,33.4,15.2,15.9,93.8
28506.0,32.9,33.9,15.2,17.5,99.5
32152.0,29.7,34.3,13.6,15.7,93.3
53639.0,30.8,35.5,13.3,15.6,95.2
92833.0,31.2,30.2,13.9,12.5,87.8
32165.0,31.0,31.5,14.7,18.5,95.7
28292.0,29.5,37.1,13.5,16.1,96.2
37310.0,33.1,33.0,15.0,16.6,97.7
32207.0,32.7,33.0,14.5,17.7,97.9
35360.0,32.5,33.7,14.5,15.5,96.2
38552.0,30.9,32.0,14.8,14.9,92.6
32208.0,31.6,32.3,14.9,16.6,95.4
45077.0,30.9,34.3,13.1,16.0,94.29999999999998
27413.0,32.4,33.7,14.8,16.8,97.7
32210.0,30.9,32.7,14.1,16.7,94.4
46464.0,30.6,32.0,13.7,14.9,91.2
57900.0,30.0,31.1,13.2,14.6,88.89999999999999
32303.0,31.8,30.7,13.8,15.4,91.7
30783.0,31.8,35.1,13.6,15.3,95.8
32946.0,31.6,33.9,14.4,16.3,96.2
32333.0,31.8,32.2,14.1,16.7,94.8
30841.0,31.3,33.7,13.9,15.0,93.9
31788.0,32.4,34.9,16.0,16.8,100.1
32402.0,31.7,34.2,13.2,18.4,97.5
57956.0,31.7,29.2,15.0,13.7,89.60000000000001
32790.0,31.6,33.0,14.2,15.7,94.5
32418.0,31.4,31.4,13.9,16.7,93.4
31511.0,31.0,34.5,14.3,15.2,95.0
44262.0,32.5,33.4,14.7,17.2,97.8
32441.0,31.3,31.3,15.1,17.4,95.1
37016.0,31.7,31.3,13.8,14.4,91.2
32565.0,31.4,33.1,14.4,16.4,95.3
32518.0,31.3,31.6,14.1,16.3,93.3
31301.0,30.7,33.1,14.4,15.4,93.6
33878.0,30.8,32.5,13.9,15.3,92.5
32521.0,33.0,30.6,14.3,16.8,94.7
30487.0,31.5,33.9,14.9,14.9,95.20000000000002
26383.0,32.6,34.0,14.7,17.2,98.5
32681.0,31.7,34.0,14.5,16.8,97.0
44394.0,30.6,32.4,14.4,14.8,92.2
48281.0,30.0,34.2,15.8,16.3,96.3
32683.0,30.4,33.4,12.8,17.2,93.8
40992.0,32.1,35.0,12.8,14.8,94.7
32701.0,29.0,31.5,9.0,15.3,84.8
42199.0,35.3,29.5,12.8,15.0,92.6
34888.0,31.4,33.1,14.0,15.8,94.3
32738.0,31.6,32.7,14.5,17.1,95.9
41851.0,30.5,34.1,14.1,15.0,93.7
32995.0,32.4,33.2,13.7,16.9,96.2
32915.0,32.9,34.2,15.1,14.9,97.1
31189.0,32.4,33.7,14.9,15.0,96.0
77845.0,32.7,33.8,14.9,16.3,97.7
32917.0,32.9,34.9,15.7,17.9,101.4
27405.0,33.0,37.1,15.7,16.7,102.5
34675.0,33.8,30.9,14.6,16.5,95.79999999999998
32921.0,32.3,31.8,14.8,16.4,95.29999999999998
43495.0,28.2,30.3,14.8,14.4,87.7
33097.0,31.4,33.4,14.6,15.5,94.9
33151.0,31.1,32.3,13.8,16.6,93.8
32132.0,30.4,33.8,13.8,15.2,93.2
39047.0,31.9,31.5,14.7,15.5,93.6
33268.0,31.8,32.8,14.0,16.7,95.3
28037.0,31.8,33.9,14.4,15.9,96.0
42098.0,31.5,31.3,12.2,15.4,90.4
33272.0,29.1,31.9,14.3,17.1,92.4
45341.0,30.7,30.3,14.2,15.5,90.7
34219.0,32.0,33.1,14.3,15.6,95.0
33373.0,31.8,31.2,14.1,15.9,93.0
31048.0,30.4,32.9,13.5,16.6,93.4
54018.0,29.6,33.7,15.2,14.8,93.3
33416.0,29.1,34.6,13.6,17.7,95.0
42177.0,29.5,34.5,13.9,14.5,92.4
50707.0,31.3,30.6,14.5,15.0,91.4
33441.0,32.1,33.0,14.4,17.5,97.0
38149.0,31.2,33.0,13.2,14.4,91.8
33854.0,31.5,32.9,14.5,15.8,94.7
33470.0,31.3,32.5,14.4,16.8,95.0
31407.0,30.5,33.5,14.2,14.7,92.9
38232.0,30.0,32.1,14.2,15.2,91.5
33490.0,31.2,32.3,14.3,16.1,93.9
32178.0,32.7,30.5,15.5,15.8,94.5
29330.0,32.6,36.7,15.2,15.1,99.6
33492.0,31.6,36.6,14.8,16.3,99.3
40872.0,32.7,34.1,15.0,14.0,95.8
33565.0,31.4,33.6,14.4,15.7,95.1
33543.0,30.9,32.1,14.0,16.4,93.4
32954.0,30.2,33.5,13.8,15.1,92.6
35360.0,30.7,33.7,14.4,16.1,94.9
33678.0,31.6,32.7,14.9,16.8,96.0
40619.0,29.8,32.9,14.2,15.0,91.9
34281.0,31.8,34.4,13.8,15.1,95.1
33757.0,33.4,32.6,14.4,16.3,96.7
32391.0,30.9,32.5,14.3,14.9,92.6
32228.0,31.5,33.2,14.6,16.7,96.0
33895.0,31.8,32.1,14.2,16.7,94.8
34541.0,31.1,33.3,14.8,15.2,94.4
41081.0,31.4,32.3,13.2,14.6,91.5
33906.0,31.9,32.8,14.1,16.8,95.59999999999998
35917.0,30.3,33.4,14.6,16.3,94.6
34778.0,31.0,32.4,13.9,15.5,92.8
33968.0,31.3,32.0,13.8,16.4,93.5
32698.0,30.4,33.6,14.1,14.9,93.0
34116.0,31.4,32.1,14.2,15.7,93.4
34012.0,31.2,31.7,14.1,16.7,93.7
33105.0,30.1,33.9,13.7,15.2,92.9
32716.0,31.5,32.7,14.3,16.4,94.9
34107.0,31.7,31.8,13.9,16.3,93.7
32857.0,30.7,34.6,13.6,15.1,94.0
44266.0,30.0,33.3,13.6,15.5,92.4
34113.0,31.8,32.4,13.8,16.7,94.7
36929.0,29.0,30.5,13.5,15.8,88.8
45605.0,32.0,32.5,14.6,15.2,94.3
34210.0,32.0,31.5,13.2,17.3,94.0
37138.0,32.4,35.6,12.3,14.7,95.0
34643.0,30.6,32.7,13.0,17.4,93.70000000000002
34213.0,30.5,34.7,13.6,15.9,94.7
35733.0,31.6,34.9,14.7,15.5,96.7
36067.0,32.7,32.1,13.9,16.1,94.8
34276.0,32.9,30.9,15.4,17.6,96.8
32731.0,31.6,32.8,14.6,15.2,94.2
44135.0,31.7,31.6,15.3,16.5,95.1
34277.0,31.9,32.2,14.9,17.3,96.3
30647.0,32.5,33.7,14.1,14.7,95.0
34285.0,31.7,32.4,14.4,16.2,94.7
34302.0,31.2,32.1,14.0,16.3,93.6
33762.0,30.8,33.2,13.7,15.0,92.7
27956.0,31.9,34.2,14.8,16.7,97.6
34345.0,31.8,32.6,14.3,16.7,95.4
46178.0,30.4,32.5,14.0,14.4,91.3
45641.0,30.2,32.9,13.2,16.3,92.6
34390.0,31.7,35.0,13.5,16.8,97.0
40963.0,32.9,35.5,14.3,14.3,97.0
35795.0,31.1,31.4,14.5,15.2,92.2
34571.0,32.4,31.9,13.7,16.6,94.6
33003.0,32.1,33.5,13.3,15.5,94.4
117752.0,29.7,28.6,12.9,13.7,84.9
34666.0,31.9,31.6,13.7,17.2,94.4
33665.0,31.7,36.7,14.8,14.6,97.8
36571.0,29.5,34.5,13.5,15.9,93.4
34822.0,32.7,33.0,15.3,16.5,97.5
39112.0,31.3,33.6,15.4,15.4,95.70000000000002
94000.0,30.0,30.2,13.1,11.7,85.0
34904.0,32.5,34.3,14.7,16.7,98.2
33002.0,31.7,34.4,13.0,16.3,95.4
34037.0,30.6,33.5,14.3,15.8,94.2
34910.0,30.5,32.6,14.2,16.8,94.1
42492.0,29.8,33.9,13.0,15.0,91.7
43044.0,30.8,33.9,14.4,16.8,95.9
34927.0,32.4,32.5,14.7,17.4,97.0
36382.0,30.5,34.4,14.6,15.8,95.3
35079.0,31.1,32.7,13.8,15.6,93.2
34930.0,31.1,31.9,13.8,16.2,93.0
33532.0,30.5,34.5,13.7,14.9,93.6
31866.0,32.2,32.9,15.1,16.1,96.29999999999998
34952.0,33.1,31.8,15.0,16.7,96.6
23414.0,30.4,34.9,13.5,17.5,96.3
35417.0,31.2,32.9,14.1,15.6,93.79999999999998
35076.0,30.9,32.4,13.9,16.0,93.2
34192.0,30.6,33.1,14.2,15.1,93.0
35666.0,30.9,32.3,14.1,15.3,92.6
35178.0,31.3,31.8,14.4,16.5,94.0
34532.0,30.2,33.1,14.3,14.5,92.1
33863.0,30.0,32.5,14.5,16.5,93.5
35225.0,30.1,32.2,13.7,15.2,91.2
37270.0,29.8,34.5,13.6,15.2,93.1
37002.0,31.4,31.5,13.9,16.0,92.8
35263.0,31.7,31.9,13.5,16.2,93.3
33413.0,30.0,34.0,13.5,15.2,92.7
43475.0,30.8,31.4,14.8,15.4,92.4
35404.0,32.2,30.9,13.6,18.2,94.9
32938.0,31.9,34.2,15.3,15.5,96.9
35472.0,31.1,34.0,14.3,15.2,94.6
35408.0,31.4,32.9,13.4,16.9,94.6
50583.0,27.5,32.3,13.0,16.0,88.8
35456.0,30.5,38.0,13.6,15.9,98.0
33862.0,30.3,34.7,15.0,15.8,95.8
35496.0,33.0,33.5,14.7,16.5,97.7
35566.0,32.2,32.3,14.2,16.6,95.3
34356.0,31.9,33.7,14.4,15.3,95.3
33050.0,31.2,30.7,13.7,16.1,91.7
35628.0,32.2,34.0,14.6,15.1,95.9
33217.0,32.0,33.6,14.9,15.7,96.2
31493.0,31.9,33.7,14.6,16.3,96.5
35679.0,31.7,32.7,14.5,17.0,95.9
42087.0,30.7,33.5,13.6,15.0,92.8
38082.0,32.6,35.2,14.0,14.3,96.1
35680.0,33.9,31.7,14.3,16.0,95.9
48735.0,30.3,33.6,13.1,13.3,90.3
65711.0,30.0,29.0,14.9,15.9,89.80000000000001
35740.0,33.1,33.8,13.5,16.9,97.3
32429.0,31.3,34.7,14.4,16.2,96.6
35968.0,31.9,32.5,14.3,15.7,94.4
35779.0,31.5,32.6,13.7,16.3,94.1
35568.0,30.4,32.7,13.9,14.9,91.9
36077.0,30.4,33.4,13.6,15.2,92.6
35820.0,30.9,32.3,14.1,16.0,93.3
34259.0,29.1,33.3,13.9,14.7,91.0
33937.0,30.4,34.4,15.0,13.8,93.6
35824.0,30.1,35.7,16.3,18.3,100.4
38295.0,31.1,30.9,14.7,15.7,92.4
37891.0,31.3,34.0,14.6,14.2,94.1
35841.0,34.4,31.0,14.8,18.2,98.4
41761.0,30.6,32.5,15.0,14.6,92.7
46116.0,30.9,31.6,13.9,15.7,92.1
35895.0,31.0,32.6,14.5,16.7,94.8
41166.0,30.7,33.5,13.9,14.7,92.8
36794.0,30.2,32.4,13.9,15.6,92.1
35917.0,30.2,32.2,13.0,16.1,91.5
34870.0,29.3,33.6,14.0,14.8,91.7
36002.0,31.9,32.3,14.1,16.6,94.89999999999998
35923.0,30.2,31.3,12.9,16.8,91.2
33121.0,30.5,33.8,14.4,14.1,92.8
36788.0,29.7,31.8,11.4,16.4,89.30000000000001
35942.0,31.1,30.2,14.7,16.0,92.0
35829.0,29.9,32.2,13.9,15.5,91.5
36271.0,31.7,32.1,13.9,15.4,93.1
36111.0,31.0,31.6,14.2,16.4,93.2
35547.0,31.3,32.8,13.6,15.0,92.7
40161.0,30.9,32.6,14.3,15.7,93.5
36137.0,30.8,32.7,14.5,16.4,94.4
41759.0,30.3,33.5,13.9,15.4,93.1
34692.0,32.6,34.7,14.4,16.9,98.60000000000002
36188.0,33.1,33.4,13.7,17.1,97.3
53716.0,31.4,32.0,13.9,14.4,91.7
36649.0,31.2,34.2,15.2,17.2,97.8
36290.0,30.8,33.4,13.3,15.8,93.3
35656.0,30.5,34.9,13.4,14.8,93.6
36548.0,31.4,32.6,14.2,15.8,94.0
36345.0,31.3,32.4,13.7,16.4,93.8
35702.0,30.3,32.8,14.1,14.6,91.79999999999998
37312.0,32.0,31.3,13.4,14.5,91.2
36413.0,33.8,31.4,13.8,16.5,95.5
34229.0,31.8,34.4,14.7,14.6,95.5
36316.0,31.6,30.1,14.5,16.2,92.4
36591.0,29.5,32.9,13.6,16.3,92.3
35359.0,30.8,32.1,13.4,15.4,91.70000000000002
39225.0,31.8,32.1,13.2,15.7,92.8
36661.0,31.6,31.6,13.4,17.2,93.8
35720.0,28.7,33.2,13.6,14.2,89.7
36937.0,31.1,33.0,14.5,16.0,94.6
36670.0,31.1,32.3,13.6,16.4,93.4
35899.0,30.6,32.5,14.3,15.0,92.4
51884.0,29.8,29.8,14.0,16.3,89.89999999999999
36703.0,30.9,34.3,13.7,17.1,96.0
38443.0,29.5,33.0,14.4,15.1,92.0
47802.0,30.2,31.6,13.8,15.1,90.7
36708.0,31.0,32.0,13.9,16.5,93.4
41281.0,30.8,33.2,13.8,14.8,92.6
42967.0,31.1,33.4,14.6,15.5,94.6
36732.0,32.9,31.4,14.9,17.5,96.7
41870.0,31.2,33.3,14.5,15.7,94.7
33211.0,31.1,31.9,13.8,15.7,92.5
36821.0,31.3,33.1,16.0,16.7,97.1
44573.0,30.9,34.0,14.0,15.0,93.9
52248.0,32.4,33.6,14.5,15.7,96.2
36853.0,32.2,32.7,14.9,17.3,97.1
44137.0,27.5,35.7,12.8,14.9,90.9
37569.0,31.8,32.6,14.7,16.5,95.6
36901.0,31.0,33.0,13.8,16.8,94.6
34333.0,30.3,33.2,14.6,14.8,92.9
38057.0,31.8,31.8,14.2,15.7,93.5
36903.0,31.7,32.0,13.8,16.1,93.6
36395.0,31.1,32.8,14.0,14.8,92.7
31450.0,32.4,33.6,14.7,16.3,97.0
36943.0,31.3,33.1,14.5,16.5,95.4
47547.0,30.2,32.9,13.6,14.3,91.0
64432.0,31.7,29.7,13.2,14.6,89.19999999999999
36957.0,31.0,30.6,14.4,17.7,93.7
44786.0,32.1,32.5,12.8,15.7,93.1
40178.0,32.0,34.2,14.9,16.0,97.1
37073.0,32.3,32.4,14.7,16.6,96.0
44630.0,31.1,33.4,14.2,14.3,93.0
38608.0,31.4,32.5,13.9,15.4,93.2
37095.0,31.1,32.0,13.5,16.0,92.6
36080.0,30.3,33.1,13.2,14.4,91.0
36921.0,31.0,33.5,13.8,14.4,92.7
37118.0,33.2,31.1,14.4,15.8,94.5
36356.0,30.0,35.7,14.1,13.9,93.7
58010.0,29.2,30.9,13.4,15.2,88.7
37236.0,31.0,32.4,14.1,16.1,93.6
36106.0,30.6,35.5,14.8,13.3,94.2
39679.0,31.8,31.5,15.0,15.2,93.5
37241.0,33.3,30.8,13.9,16.9,94.9
33230.0,33.8,32.8,13.9,14.3,94.8
36696.0,33.3,34.6,14.4,16.2,98.5
37247.0,30.3,31.5,16.0,16.8,94.6
41147.0,33.4,34.8,14.9,14.7,97.8
49327.0,31.8,32.0,14.3,15.1,93.2
36575.0,32.4,33.2,14.9,17.1,97.6
25555.0,33.0,36.0,15.7,16.0,100.7
37524.0,31.8,31.8,14.3,15.0,92.9
48413.0,30.8,23.0,14.8,15.3,83.89999999999999
75701.0,30.9,30.0,13.5,13.8,88.2
37603.0,31.7,32.9,14.2,16.7,95.5
31540.0,32.1,35.1,14.4,16.4,98.0
38191.0,31.4,32.6,14.4,16.2,94.6
37779.0,31.0,31.4,12.6,17.2,92.2
38073.0,31.0,34.7,16.5,14.8,97.0
38200.0,31.4,32.4,14.4,15.4,93.6
38084.0,30.3,31.7,13.1,16.5,91.6
38370.0,29.7,32.4,14.0,15.1,91.2
