basari_sirasi,ayt_matematik,ayt_edebiyat,ayt_cografya1,toplam_net
237667.0,10.1,13.0,4.2,27.3
174102.0,7.2,16.1,3.8,27.1
199708.0,11.0,14.9,3.2,29.1
221560.0,8.8,14.7,4.9,28.4
180161.0,6.5,16.8,3.6,26.9
199993.0,12.0,14.7,2.8,29.5
242298.0,9.6,14.7,4.4,28.7
183736.0,3.5,17.8,3.5,24.8
200046.0,10.2,13.6,3.5,27.3
251459.0,8.0,14.9,3.6,26.5
176902.0,6.8,16.1,3.5,26.4
200575.0,9.6,15.3,3.1,28.0
212254.0,11.2,15.7,3.9,30.8
189064.0,9.3,14.8,3.7,27.8
200750.0,11.7,13.6,3.0,28.3
170632.0,13.0,12.7,4.3,30.0
199097.0,5.5,16.0,3.8,25.3
202150.0,9.9,15.5,3.1,28.5
234300.0,8.0,15.3,4.2,27.5
158783.0,6.3,15.5,4.3,26.1
202343.0,12.5,12.8,2.3,27.6
267264.0,7.4,11.9,5.1,24.4
188834.0,5.0,15.4,4.0,24.4
202512.0,9.2,15.8,2.9,27.9
214194.0,11.5,14.5,3.9,29.9
195992.0,5.0,17.8,3.7,26.5
202522.0,10.7,15.5,2.9,29.1
209291.0,9.0,14.4,4.5,27.9
291778.0,10.7,12.4,2.8,25.9
202702.0,10.4,13.2,3.0,26.6
331954.0,5.8,14.0,4.1,23.9
178044.0,8.0,14.2,3.9,26.1
202906.0,9.6,15.6,2.5,27.7
216090.0,10.8,13.4,4.3,28.500000000000004
217421.0,5.3,14.9,3.7,23.9
203373.0,8.5,16.5,2.7,27.7
219950.0,13.0,11.1,4.1,28.200000000000003
176620.0,6.7,15.9,3.5,26.1
203638.0,10.9,14.9,2.8,28.6
201425.0,10.8,15.0,4.2,30.0
170937.0,7.2,15.7,3.6,26.5
203813.0,10.7,15.1,2.9,28.7
237256.0,9.4,14.3,4.2,27.9
130856.0,7.7,16.9,4.0,28.6
204102.0,10.1,13.1,2.2,25.4
249763.0,8.1,12.8,3.8,24.7
204729.0,4.1,17.1,3.6,24.800000000000004
204548.0,12.3,15.3,3.5,31.1
259006.0,8.1,15.7,4.0,27.8
185045.0,7.5,14.8,2.9,25.2
204691.0,10.9,11.6,3.6,26.1
234991.0,10.0,15.0,5.3,30.3
190335.0,5.1,18.0,3.6,26.700000000000003
205117.0,10.4,13.5,3.1,27.0
218004.0,8.7,17.7,4.2,30.6
197391.0,6.3,14.6,3.8,24.7
205919.0,9.3,15.2,3.6,28.1
173760.0,6.6,17.1,3.5,27.200000000000003
206518.0,10.9,14.5,2.9,28.3
204414.0,10.9,15.5,4.7,31.1
184129.0,6.5,16.0,3.6,26.1
207074.0,9.8,14.5,2.7,27.0
240425.0,8.1,15.0,4.7,27.8
208887.0,5.5,15.6,4.0,25.1
207076.0,11.2,15.4,2.3,28.9
223197.0,9.0,13.8,4.9,27.700000000000003
188721.0,6.0,16.1,3.6,25.700000000000003
207234.0,8.5,15.4,3.3,27.2
241743.0,8.9,14.2,4.5,27.6
185377.0,7.0,15.5,3.6,26.1
207399.0,10.8,15.1,2.8,28.7
220805.0,10.5,14.0,4.4,28.9
178842.0,6.2,16.3,3.7,26.2
207688.0,11.1,15.5,2.9,29.5
219002.0,10.5,14.5,4.0,29.0
145091.0,11.5,14.8,3.0,29.3
207702.0,12.9,15.5,2.9,31.3
297432.0,7.7,13.2,4.6,25.5
215604.0,7.0,16.4,3.8,27.2
207923.0,12.3,15.6,2.2,30.1
212651.0,3.6,17.2,4.3,25.1
208181.0,10.4,16.9,3.7,31.0
223785.0,10.1,14.8,4.3,29.2
149426.0,7.4,15.3,3.6,26.300000000000004
208262.0,6.0,15.7,3.5,25.2
242856.0,6.9,14.6,4.1,25.6
198807.0,6.2,16.8,3.4,26.4
208443.0,11.9,15.5,3.0,30.4
231688.0,12.6,15.4,4.0,32.0
186768.0,7.3,14.9,3.6,25.8
208456.0,11.8,14.0,3.0,28.8
222294.0,12.0,13.4,4.1,29.5
178257.0,8.2,15.8,3.6,27.6
208787.0,13.3,12.3,2.6,28.200000000000003
214368.0,13.1,14.2,4.6,31.9
194072.0,6.1,15.9,3.4,25.4
208807.0,10.0,14.8,3.0,27.8
221950.0,8.8,14.9,4.8,28.500000000000004
189049.0,5.9,16.2,4.1,26.200000000000003
208933.0,8.2,17.3,2.6,28.1
223901.0,9.0,15.4,4.9,29.3
183887.0,6.1,17.0,3.4,26.5
209131.0,12.2,15.1,3.2,30.5
189967.0,10.6,16.0,4.1,30.700000000000003
227229.0,5.7,16.6,3.9,26.2
209223.0,11.3,15.7,3.1,30.1
238083.0,12.8,15.2,3.6,31.6
201788.0,6.3,16.9,3.4,26.6
219675.0,5.4,15.6,3.6,24.6
209695.0,9.5,14.2,3.1,26.8
213181.0,10.0,14.6,4.6,29.200000000000003
206176.0,7.0,15.0,3.1,25.1
209991.0,13.8,12.3,2.4,28.5
400120.0,4.9,14.3,2.5,21.700000000000003
210112.0,9.3,14.5,3.3,27.1
185420.0,19.1,8.3,4.6,32.0
185938.0,6.5,16.8,3.6,26.9
210172.0,9.9,16.5,3.3,29.7
249194.0,9.2,15.1,4.0,28.3
190072.0,6.1,15.7,3.5,25.3
210216.0,10.7,14.0,2.5,27.2
237680.0,9.4,14.1,4.3,27.8
180891.0,7.2,15.4,3.6,26.200000000000003
210224.0,11.7,13.5,2.5,27.7
178148.0,15.2,12.5,4.0,31.7
219655.0,5.4,15.4,3.1,23.9
210230.0,9.2,17.7,1.9,28.8
240780.0,8.4,14.7,4.1,27.200000000000003
199365.0,5.5,16.7,3.5,25.7
210515.0,10.7,15.0,3.1,28.8
228638.0,8.9,15.5,4.4,28.8
177780.0,5.9,17.4,3.6,26.9
210716.0,11.0,14.7,3.0,28.7
223194.0,10.0,14.9,4.0,28.9
202611.0,4.0,17.8,4.8,26.6
210764.0,13.8,12.7,1.3,27.8
241544.0,5.9,15.9,4.3,26.1
196914.0,5.5,16.2,3.6,25.3
211884.0,12.2,12.8,3.4,28.4
234780.0,6.8,15.6,4.2,26.6
187088.0,6.1,16.9,3.5,26.5
212004.0,9.7,15.9,2.7,28.3
226700.0,10.1,14.6,4.1,28.8
230665.0,7.8,13.0,3.3,24.1
212606.0,13.4,11.7,2.1,27.200000000000003
257151.0,9.0,13.4,4.8,27.2
199298.0,6.1,16.3,3.4,25.8
213438.0,10.4,15.0,2.9,28.3
238710.0,8.5,14.7,4.8,28.0
173658.0,6.7,16.0,3.7,26.4
213737.0,10.2,15.0,2.9,28.1
238806.0,9.2,13.6,4.4,27.2
201305.0,6.0,16.5,3.6,26.1
213750.0,11.2,15.1,2.8,29.1
207367.0,10.1,15.1,4.3,29.5
182672.0,6.4,15.9,3.8,26.1
214187.0,10.4,14.4,2.6,27.4
230132.0,8.4,13.7,4.9,27.0
198208.0,5.3,18.1,3.9,27.3
214407.0,12.0,13.0,2.1,27.1
300751.0,8.4,13.0,3.8,25.2
193972.0,6.5,14.0,3.6,24.1
214684.0,7.4,16.3,2.4,26.1
233563.0,8.8,15.2,4.0,28.0
132282.0,8.3,18.5,3.3,30.1
214934.0,11.0,14.3,2.4,27.7
244483.0,9.9,11.8,4.8,26.500000000000004
222759.0,4.1,15.9,3.7,23.7
215112.0,9.7,14.8,2.8,27.3
231410.0,8.6,15.3,4.3,28.2
203751.0,4.1,15.3,3.7,23.1
215182.0,7.8,16.6,2.6,27.000000000000004
216792.0,8.0,16.4,4.4,28.8
215201.0,4.8,14.7,3.8,23.3
215275.0,10.9,12.3,2.7,25.9
225915.0,8.0,15.1,5.3,28.4
180166.0,6.9,14.8,3.5,25.200000000000003
215396.0,11.7,13.3,3.5,28.5
251495.0,9.0,12.8,4.3,26.1
189016.0,6.6,15.9,4.1,26.6
215942.0,6.4,16.5,2.9,25.8
223150.0,15.2,12.7,5.1,33.0
198914.0,7.4,13.0,3.6,24.0
216544.0,11.4,13.2,2.8,27.4
218958.0,10.9,13.5,4.7,29.1
246645.0,4.0,15.8,3.8,23.6
216749.0,10.3,16.3,2.0,28.6
404918.0,4.6,10.9,4.8,20.3
204600.0,5.8,15.0,3.5,24.3
216765.0,10.2,14.1,2.6,26.9
250804.0,10.1,13.3,4.2,27.6
198262.0,5.6,16.6,3.7,25.9
217931.0,10.5,15.2,2.7,28.4
228947.0,9.5,15.2,3.9,28.6
186498.0,6.7,15.9,3.4,26.0
218028.0,9.9,15.6,3.1,28.6
260316.0,9.4,14.7,4.2,28.3
186492.0,7.6,14.8,4.2,26.6
218309.0,8.9,14.6,2.5,26.0
230588.0,7.5,14.8,4.4,26.700000000000003
163493.0,6.5,16.7,3.8,27.0
218419.0,11.5,14.7,2.8,29.0
244039.0,10.3,14.2,4.5,29.0
239378.0,6.9,14.4,3.4,24.7
218534.0,11.4,14.8,2.9,29.1
209098.0,12.8,13.3,4.6,30.700000000000003
233949.0,5.2,16.0,3.5,24.7
218644.0,11.9,15.1,2.7,29.7
186787.0,13.1,15.5,4.1,32.7
194156.0,6.6,12.3,3.3,22.2
219134.0,11.1,16.1,2.9,30.1
227180.0,8.4,13.5,5.0,26.9
193865.0,5.8,15.3,3.5,24.6
219821.0,11.3,13.5,2.9,27.7
252655.0,8.7,13.9,4.3,26.9
210383.0,5.0,15.8,4.1,24.9
220465.0,6.7,17.1,3.1,26.9
235246.0,7.0,17.5,4.3,28.8
198099.0,5.2,17.3,3.5,26.0
220486.0,10.6,14.3,2.4,27.3
236544.0,5.6,12.8,3.9,22.3
180038.0,8.6,15.1,3.5,27.2
220810.0,8.2,15.5,3.6,27.3
235809.0,11.5,14.7,4.3,30.5
182960.0,7.9,15.8,3.5,27.200000000000003
220932.0,12.1,14.2,3.1,29.4
217561.0,5.8,13.2,3.2,22.2
221172.0,8.5,15.2,2.8,26.5
250930.0,10.1,10.8,4.1,25.0
205947.0,5.5,17.0,4.1,26.6
221379.0,9.1,16.2,2.0,27.3
209983.0,18.2,7.4,3.7,29.3
216993.0,3.7,17.5,2.9,24.1
221455.0,6.8,12.7,3.6,23.1
234596.0,17.7,8.7,2.8,29.2
197420.0,5.9,16.0,3.8,25.7
221534.0,9.1,15.6,2.8,27.5
256471.0,7.9,14.3,4.4,26.6
180165.0,6.6,15.4,3.5,25.5
222077.0,11.0,13.5,2.6,27.1
254203.0,10.1,13.0,4.5,27.6
217112.0,7.4,15.0,3.3,25.7
222725.0,8.2,15.3,3.6,27.1
248117.0,11.5,10.8,4.9,27.200000000000003
229775.0,5.4,14.8,3.3,23.500000000000004
223153.0,10.1,12.9,3.3,26.3
243572.0,8.6,14.8,4.5,27.9
199512.0,5.5,16.1,3.9,25.5
223422.0,10.8,12.3,2.0,25.1
269021.0,6.7,11.8,4.2,22.7
208377.0,5.6,16.3,3.4,25.3
223431.0,8.6,16.7,3.0,28.3
237686.0,8.8,14.4,4.1,27.300000000000004
272395.0,2.0,17.8,4.3,24.1
224029.0,13.0,16.6,1.9,31.5
253173.0,8.0,13.8,4.0,25.8
214191.0,5.8,14.6,3.4,23.8
225298.0,10.7,13.6,2.7,27.0
251340.0,7.1,14.0,4.4,25.5
203537.0,7.1,12.8,3.8,23.7
225417.0,11.1,14.1,2.2,27.4
260024.0,6.9,13.7,4.9,25.5
193799.0,6.2,16.8,3.8,26.8
225428.0,10.9,15.5,3.0,29.4
280710.0,8.5,13.7,4.4,26.6
200534.0,6.9,16.0,3.3,26.2
226779.0,8.6,15.5,2.8,26.9
223559.0,11.5,15.4,4.0,30.9
254833.0,4.5,15.7,3.5,23.7
227093.0,10.7,14.3,2.2,27.2
234050.0,8.5,15.7,4.2,28.4
182187.0,11.5,9.5,1.4,22.4
227175.0,13.4,11.9,3.5,28.8
215114.0,11.8,13.8,4.3,29.9
221590.0,5.1,15.5,3.3,23.9
227286.0,9.5,15.1,2.5,27.1
243043.0,9.8,14.8,3.8,28.4
195145.0,5.7,16.4,3.7,25.8
227333.0,9.8,14.9,2.8,27.500000000000004
275500.0,9.1,14.0,4.0,27.1
314778.0,6.0,13.8,3.6,23.4
228017.0,11.7,14.3,2.6,28.6
199987.0,12.1,14.0,4.3,30.4
199943.0,5.0,15.9,3.4,24.3
228152.0,12.4,14.5,3.0,29.9
223751.0,5.2,15.8,4.1,25.1
228199.0,7.7,15.5,2.4,25.6
210669.0,3.4,18.5,3.9,25.8
228622.0,7.1,13.7,3.2,24.0
300334.0,8.8,12.2,4.5,25.5
174752.0,8.4,11.2,3.3,22.9
228869.0,7.7,17.9,2.0,27.6
231173.0,6.7,16.9,3.4,27.0
229280.0,11.4,10.8,4.2,26.4
272753.0,10.1,12.0,3.9,26.0
174011.0,7.5,16.9,3.8,28.2
230458.0,10.3,16.2,2.8,29.3
156980.0,16.4,15.5,3.9,35.8
212465.0,3.2,18.0,3.9,25.1
230778.0,7.5,15.5,4.2,27.2
223995.0,10.9,15.1,4.1,30.1
269833.0,5.2,15.7,3.4,24.3
230903.0,10.9,16.2,2.7,29.8
183014.0,13.2,16.3,3.8,33.3
286369.0,4.8,16.8,3.1,24.700000000000003
231105.0,10.2,16.0,3.1,29.3
211928.0,13.2,14.5,4.1,31.8
519771.0,2.4,13.5,2.9,18.8
231226.0,14.7,10.9,1.3,26.9
350362.0,6.4,12.3,4.3,23.000000000000004
203562.0,6.2,15.7,3.3,25.2
231429.0,11.5,14.3,2.7,28.5
294589.0,6.5,14.0,4.4,24.9
197591.0,6.4,15.9,3.6,25.9
232205.0,10.6,14.5,2.8,27.9
258798.0,8.4,14.4,4.5,27.3
227510.0,3.8,15.9,3.8,23.5
232661.0,10.7,14.1,3.3,28.1
192947.0,5.2,16.2,4.1,25.5
232922.0,7.9,13.4,5.1,26.4
328352.0,7.3,14.5,3.4,25.2
233350.0,12.0,18.3,3.1,33.4
303991.0,12.4,16.8,5.1,34.300000000000004
214913.0,4.9,16.5,3.6,25.0
233378.0,8.6,15.7,3.0,27.3
245658.0,9.1,14.9,4.1,28.1
196574.0,5.8,16.5,3.7,26.0
233799.0,10.6,14.7,3.3,28.6
302188.0,8.0,14.3,4.2,26.5
288748.0,6.6,13.0,3.2,22.8
234207.0,7.6,15.2,3.8,26.6
117887.0,9.8,16.8,3.6,30.200000000000003
234253.0,11.9,13.3,2.6,27.800000000000004
183237.0,5.0,13.2,4.2,22.4
234865.0,9.8,14.9,3.1,27.800000000000004
246903.0,9.1,15.6,3.8,28.5
281410.0,4.8,17.3,3.5,25.6
235268.0,11.6,16.5,2.6,30.700000000000003
233130.0,11.6,16.0,3.7,31.3
221234.0,5.2,16.1,3.6,24.9
236082.0,10.2,12.8,2.9,25.9
307237.0,7.2,13.7,4.4,25.3
199801.0,7.5,15.1,3.3,25.9
236156.0,11.8,13.5,3.0,28.3
263879.0,9.6,13.4,4.7,27.7
221388.0,12.0,16.9,3.2,32.1
236398.0,15.2,13.7,3.8,32.7
222094.0,5.7,15.8,4.0,25.5
236406.0,9.2,14.4,3.7,27.3
307480.0,9.4,13.5,3.6,26.5
212316.0,5.2,15.4,3.5,24.1
239070.0,8.9,14.8,2.3,26.000000000000004
270211.0,8.4,13.8,4.2,26.4
211200.0,5.4,16.3,3.8,25.500000000000004
239421.0,9.9,14.5,3.1,27.5
239663.0,9.5,15.1,4.0,28.6
201711.0,6.1,14.9,3.4,24.4
239444.0,9.4,14.0,3.0,26.4
215690.0,6.5,15.3,4.4,26.200000000000003
239701.0,6.9,16.7,2.4,26.0
240856.0,10.8,13.7,3.3,27.8
233521.0,4.2,15.2,4.2,23.6
239825.0,8.7,14.7,2.7,26.1
215588.0,5.2,16.2,3.6,25.0
240058.0,10.3,14.3,2.6,27.200000000000003
224779.0,9.8,15.6,4.3,29.7
212010.0,5.7,15.7,3.5,24.9
240254.0,9.7,13.9,3.1,26.700000000000003
309201.0,7.8,13.6,4.3,25.7
220508.0,6.3,17.2,2.4,25.9
240435.0,5.1,15.8,3.2,24.1
235328.0,9.4,17.3,4.0,30.700000000000003
231283.0,5.1,15.1,4.8,25.0
240539.0,9.3,16.9,3.4,29.6
249539.0,10.5,13.3,3.8,27.6
193594.0,10.8,15.6,3.6,30.0
240574.0,9.3,14.4,3.1,26.800000000000004
220814.0,4.7,15.9,3.4,24.0
240656.0,8.1,16.3,3.2,27.6
249797.0,5.8,16.6,3.6,26.000000000000004
203682.0,5.1,17.0,3.8,25.9
241307.0,8.7,14.8,3.2,26.7
266956.0,9.3,13.1,3.7,26.1
215297.0,4.9,17.0,3.8,25.7
241826.0,10.2,12.4,2.3,24.9
277163.0,8.8,16.2,3.4,28.4
209726.0,8.6,15.8,2.7,27.1
242327.0,8.4,16.8,2.8,28.000000000000004
345778.0,10.0,14.4,4.9,29.3
242331.0,6.3,18.0,3.0,27.3
274415.0,5.9,15.6,4.9,26.4
249377.0,6.2,9.9,3.7,19.8
242724.0,8.4,15.3,2.9,26.6
270375.0,5.9,15.8,3.6,25.300000000000004
375461.0,4.4,14.8,3.4,22.6
242769.0,10.8,15.2,2.8,28.8
220542.0,11.5,15.5,4.1,31.1
243069.0,4.4,15.6,4.0,24.0
243146.0,9.3,14.8,2.0,26.1
240998.0,10.0,14.9,3.8,28.7
364068.0,2.2,16.0,2.2,20.4
243664.0,6.9,15.8,4.9,27.6
166363.0,5.0,15.5,5.0,25.5
219435.0,6.7,14.8,3.6,25.1
244027.0,10.0,13.8,3.2,27.0
249689.0,7.7,14.3,4.8,26.8
213516.0,4.6,17.0,3.6,25.200000000000003
244224.0,10.0,15.2,3.2,28.4
255080.0,9.6,15.5,4.0,29.1
216013.0,5.5,15.4,3.2,24.1
244318.0,10.5,13.2,3.0,26.7
249091.0,9.5,14.6,4.5,28.6
217855.0,7.1,14.6,3.4,25.1
244381.0,10.7,13.7,2.8,27.2
277790.0,8.1,14.1,4.2,26.4
246212.0,4.4,16.3,3.5,24.200000000000003
208479.0,5.9,15.8,3.5,25.200000000000003
244505.0,10.2,14.0,2.8,27.0
288977.0,9.1,13.3,4.2,26.6
243294.0,6.4,13.4,3.2,23.0
244575.0,12.1,12.8,2.2,27.1
301124.0,11.4,13.7,3.5,28.6
211877.0,5.2,16.8,3.4,25.4
244590.0,6.6,16.4,2.0,25.0
227088.0,5.0,17.3,3.6,25.9
244830.0,9.7,16.2,2.4,28.3
237708.0,5.6,14.0,2.7,22.3
245156.0,7.2,17.7,3.3,28.2
293160.0,7.4,13.8,4.0,25.200000000000003
208618.0,6.7,15.0,3.5,25.2
246546.0,10.2,14.2,2.8,27.2
289370.0,8.5,13.8,4.3,26.6
240700.0,4.4,15.9,3.8,24.1
246936.0,6.5,16.0,3.3,25.8
271027.0,6.0,15.8,4.5,26.3
236924.0,5.8,13.0,3.6,22.4
247770.0,8.7,14.8,3.4,26.9
240166.0,4.4,16.0,3.4,23.8
247815.0,7.5,15.1,3.1,25.700000000000003
266643.0,8.3,14.6,4.0,26.9
240579.0,11.8,13.1,3.3,28.2
248006.0,18.2,12.4,2.8,33.4
201163.0,20.7,12.2,3.8,36.7
233391.0,6.2,14.4,3.2,23.8
248015.0,11.1,10.3,3.1,24.5
253161.0,5.3,13.9,4.2,23.4
216792.0,5.6,15.2,3.6,24.4
248391.0,9.0,14.4,2.7,26.1
272501.0,8.0,13.5,4.1,25.6
217905.0,5.5,14.2,3.9,23.6
249538.0,9.5,17.2,3.9,30.6
202417.0,11.1,13.8,4.8,29.7
241479.0,5.3,9.4,3.0,17.7
249548.0,6.6,17.1,3.1,26.800000000000004
254445.0,9.5,12.5,4.9,26.9
219255.0,5.2,14.6,4.4,24.200000000000003
249886.0,8.2,14.6,3.8,26.6
257006.0,9.8,11.7,4.0,25.5
230158.0,4.6,16.4,3.6,24.6
249891.0,8.9,15.2,2.9,27.0
262468.0,7.6,15.6,4.2,27.4
242306.0,6.0,14.4,3.3,23.7
249900.0,9.4,13.7,2.5,25.6
253313.0,8.0,14.7,4.5,27.2
229686.0,4.4,15.4,3.2,23.0
250583.0,9.7,14.9,2.8,27.4
237599.0,7.5,13.8,4.6,25.9
259266.0,5.5,15.6,3.8,24.9
250626.0,10.0,14.9,2.9,27.8
278914.0,9.5,14.5,3.3,27.3
255874.0,5.1,16.9,3.6,25.6
250895.0,11.6,11.6,3.2,26.4
231744.0,8.3,15.3,4.5,28.1
218591.0,4.8,16.2,3.9,24.9
251912.0,9.3,14.2,2.7,26.2
278427.0,6.8,14.7,4.4,25.9
227998.0,6.5,15.3,3.3,25.1
251993.0,9.7,15.4,1.1,26.200000000000003
258652.0,9.6,12.7,4.6,26.9
222115.0,5.6,14.6,3.5,23.7
252102.0,9.5,14.2,2.0,25.7
231013.0,5.2,16.6,3.8,25.6
252356.0,9.6,15.4,2.8,27.8
239555.0,12.9,14.2,3.4,30.5
210207.0,5.3,15.7,3.6,24.6
252480.0,8.1,14.8,3.0,25.9
286187.0,7.1,13.8,4.4,25.3
275786.0,4.6,15.6,3.3,23.5
252582.0,10.7,13.6,2.3,26.6
268523.0,10.3,12.6,4.1,27.0
196524.0,7.2,15.8,3.5,26.5
252761.0,10.7,13.0,3.2,26.9
298926.0,7.3,13.9,3.9,25.1
245841.0,4.3,15.4,3.5,23.2
252777.0,9.2,14.4,2.8,26.4
265440.0,7.8,14.9,4.4,27.1
241156.0,4.2,16.6,3.4,24.2
252957.0,10.1,13.8,3.5,27.4
261990.0,8.8,14.3,4.8,27.9
271601.0,4.6,15.1,3.0,22.7
253074.0,16.7,14.2,1.4,32.3
356020.0,5.6,13.1,3.9,22.6
252455.0,3.4,16.4,3.2,23.0
253634.0,9.9,14.9,2.3,27.1
270599.0,9.9,15.8,3.8,29.500000000000004
232148.0,3.7,15.1,3.6,22.4
253673.0,11.2,13.5,1.6,26.3
1599723.0,1.6,7.8,1.8,11.2
254415.0,9.3,15.0,2.5,26.8
346230.0,8.2,12.8,4.1,25.1
227425.0,6.7,12.6,3.4,22.7
254418.0,10.3,11.5,2.8,24.6
281848.0,8.6,12.9,4.4,25.9
254056.0,5.0,15.4,3.6,24.0
254532.0,9.2,14.7,2.7,26.6
290283.0,7.7,14.0,4.5,26.2
222179.0,5.7,15.1,3.6,24.4
254629.0,9.1,14.3,2.8,26.2
274012.0,9.6,13.2,4.2,27.0
235609.0,6.8,14.7,3.3,24.8
254687.0,10.8,14.2,2.8,27.8
237975.0,12.3,13.7,4.4,30.4
188687.0,4.0,16.8,4.0,24.8
254812.0,10.8,13.3,3.4,27.5
303909.0,6.8,12.8,4.5,24.1
213159.0,6.3,15.4,3.5,25.2
255330.0,9.7,13.6,2.6,25.9
291238.0,8.2,14.1,4.4,26.7
189327.0,6.5,15.1,3.4,25.0
255675.0,10.3,14.8,2.6,27.700000000000003
286900.0,6.8,14.3,4.7,25.8
244448.0,4.4,14.8,3.9,23.1
256174.0,8.6,12.9,1.8,23.3
236894.0,9.8,14.1,4.6,28.5
232478.0,6.2,14.2,3.6,24.0
256348.0,7.9,13.1,3.2,24.2
277350.0,13.7,7.7,2.6,24.0
196632.0,5.6,14.3,3.1,23.0
256778.0,10.9,14.9,2.7,28.5
292332.0,8.1,13.5,4.4,26.0
209922.0,7.1,14.0,3.6,24.700000000000003
257206.0,9.2,14.2,2.7,26.1
310132.0,7.6,13.1,4.3,25.0
254682.0,4.6,14.7,3.7,23.0
257657.0,9.2,13.2,2.3,24.7
262110.0,8.7,11.2,4.2,24.1
276732.0,6.4,14.2,4.0,24.6
257796.0,9.7,15.0,3.4,28.1
296432.0,11.5,13.6,3.7,28.8
289896.0,5.9,14.6,3.7,24.2
257853.0,9.7,15.2,2.5,27.4
280594.0,11.5,14.0,4.0,29.5
236515.0,7.2,13.3,3.6,24.1
258170.0,11.7,11.1,2.4,25.2
285499.0,9.1,12.7,4.7,26.5
224029.0,5.5,15.5,3.8,24.8
258804.0,8.8,14.2,1.7,24.7
290240.0,7.4,13.3,4.1,24.800000000000004
306891.0,7.6,12.2,3.9,23.7
258914.0,9.1,14.8,2.3,26.2
239778.0,4.3,16.6,3.7,24.6
258920.0,9.3,14.4,2.9,26.6
254536.0,9.0,15.5,3.8,28.3
245177.0,7.1,12.6,3.2,22.9
258972.0,10.1,12.0,2.4,24.5
299372.0,6.8,14.3,5.0,26.1
118295.0,17.2,9.2,4.8,31.2
258983.0,6.9,14.4,5.4,26.700000000000003
437686.0,6.0,11.0,4.8,21.8
205432.0,5.9,16.0,3.6,25.5
259024.0,9.9,13.5,3.0,26.4
273666.0,8.9,14.5,4.4,27.8
226640.0,4.3,16.1,3.6,24.000000000000004
259367.0,6.8,17.0,2.8,26.6
253720.0,7.4,15.1,3.6,26.1
257716.0,4.4,15.3,3.6,23.300000000000004
260293.0,7.8,13.9,3.0,24.7
287451.0,6.4,14.7,4.3,25.4
227799.0,4.4,15.5,3.6,23.5
260503.0,9.0,14.2,2.4,25.6
288071.0,9.0,12.6,4.5,26.1
251517.0,5.8,14.6,3.1,23.5
260994.0,10.1,13.8,3.2,27.1
320810.0,9.2,12.8,3.7,25.7
249111.0,4.2,16.4,3.4,24.0
261446.0,12.9,16.6,3.1,32.6
213906.0,10.0,13.0,2.7,25.7
261448.0,9.8,11.9,3.1,24.800000000000004
277477.0,6.5,14.0,4.8,25.3
233578.0,3.7,15.8,3.8,23.3
261742.0,7.9,14.9,2.5,25.3
286600.0,6.6,13.4,4.5,24.5
224589.0,5.5,15.2,3.5,24.2
261922.0,9.4,13.7,3.0,26.1
295745.0,8.1,13.7,4.4,26.2
228950.0,4.8,15.2,3.4,23.4
262129.0,10.7,12.5,0.4,23.6
262470.0,8.2,13.4,4.9,26.5
249639.0,5.9,12.5,3.9,22.3
263213.0,9.6,12.3,2.6,24.5
308456.0,7.6,10.7,4.3,22.6
238853.0,5.9,16.1,3.6,25.6
263273.0,9.1,15.5,2.7,27.3
352156.0,6.8,14.4,4.4,25.6
319146.0,4.5,14.5,3.5,22.5
263397.0,11.1,13.7,2.2,27.0
248790.0,11.0,14.3,4.2,29.5
220719.0,5.3,15.8,3.8,24.9
263672.0,10.3,14.1,2.6,27.0
330326.0,6.4,14.1,4.0,24.5
242510.0,5.2,13.3,3.2,21.7
264411.0,6.8,13.7,3.3,23.8
274648.0,8.1,14.1,3.9,26.1
300423.0,5.0,14.0,3.2,22.2
264690.0,9.9,14.1,2.6,26.6
329613.0,7.4,13.8,4.0,25.200000000000003
261552.0,4.6,13.2,3.4,21.2
265014.0,5.1,16.3,3.6,25.0
299484.0,3.2,16.0,3.9,23.1
225618.0,7.2,13.7,3.3,24.2
265044.0,11.3,11.9,2.5,25.700000000000003
290816.0,10.6,11.4,4.2,26.2
209505.0,5.0,16.0,3.9,24.9
265137.0,9.0,15.5,2.8,27.3
239709.0,5.3,17.5,4.2,27.0
213966.0,4.4,16.1,3.6,24.1
265310.0,7.3,16.4,3.2,26.9
314216.0,6.1,13.9,4.7,24.7
233811.0,4.7,16.9,3.8,25.4
265331.0,9.1,15.2,3.0,27.3
239694.0,8.6,15.5,4.2,28.3
238750.0,3.6,17.1,4.4,25.1
265334.0,7.8,13.8,3.4,25.0
291014.0,8.4,13.0,4.3,25.7
226732.0,4.6,16.2,3.6,24.4
265633.0,9.6,13.7,2.9,26.2
289274.0,7.3,14.0,4.3,25.6
294551.0,3.9,14.7,3.4,22.0
266932.0,10.0,13.4,2.8,26.2
216483.0,8.1,13.1,2.6,23.8
267069.0,5.0,16.1,2.7,23.8
298291.0,5.3,12.6,4.7,22.6
257178.0,5.0,16.0,3.8,24.8
267358.0,5.9,16.3,2.9,25.1
297585.0,7.7,12.0,4.9,24.6
216958.0,7.3,13.6,3.6,24.5
267375.0,9.9,12.0,2.6,24.5
296642.0,9.4,12.3,4.4,26.1
240186.0,5.5,15.3,3.5,24.3
267465.0,8.6,14.9,2.9,26.4
273740.0,8.1,14.8,3.9,26.8
259143.0,6.8,14.3,3.4,24.5
