basari_sirasi,ayt_matematik,ayt_kimya,ayt_biyoloji,ayt_fizik,toplam_net
111627.0,30.3,5.8,6.0,2.4,44.5
105217.0,17.5,6.2,7.8,8.6,40.1
102681.0,24.1,7.4,6.9,9.7,48.1
118516.0,26.5,6.7,6.1,5.9,45.2
113099.0,17.4,5.4,8.0,7.7,38.5
102847.0,25.3,7.2,7.1,9.1,48.7
97777.0,29.5,8.2,7.4,6.3,51.4
101069.0,15.7,6.1,8.6,8.8,39.2
102925.0,21.2,8.5,7.9,10.8,48.400000000000006
110337.0,23.6,8.6,7.5,6.0,45.7
295682.0,12.6,3.7,5.0,4.6,25.9
103068.0,25.2,7.6,7.0,8.1,47.9
88858.0,30.5,8.3,6.9,6.0,51.7
171286.0,16.5,5.2,6.0,5.7,33.4
103108.0,22.8,8.1,7.9,9.6,48.4
82906.0,30.3,7.5,6.9,7.5,52.2
105547.0,16.8,5.9,7.7,7.4,37.8
103183.0,24.1,7.7,6.8,8.5,47.1
101162.0,27.7,7.5,7.0,5.7,47.900000000000006
105033.0,15.1,6.7,9.6,8.6,40.0
103268.0,24.1,7.7,7.6,8.9,48.3
105870.0,26.6,8.0,8.0,5.6,48.2
92480.0,18.1,6.5,8.2,7.7,40.5
103304.0,24.4,7.9,6.9,8.6,47.8
237844.0,12.2,4.2,6.4,5.6,28.4
103406.0,25.1,6.8,5.9,9.4,47.2
132708.0,26.3,5.9,6.2,5.4,43.8
99906.0,18.1,6.4,7.7,7.6,39.8
103610.0,23.8,7.3,6.2,9.3,46.60000000000001
72197.0,30.3,9.0,9.0,7.0,55.3
103845.0,16.3,6.1,8.5,6.6,37.5
103718.0,25.8,7.4,5.6,9.7,48.5
109352.0,29.6,7.2,5.9,5.6,48.3
94027.0,18.4,6.8,7.8,8.1,41.1
103848.0,23.4,7.7,7.0,8.6,46.7
117624.0,26.3,7.5,6.0,5.5,45.3
115507.0,16.5,5.8,7.3,8.1,37.7
103900.0,23.9,8.0,6.8,8.8,47.5
122463.0,26.2,7.4,6.6,5.3,45.5
95513.0,24.2,3.1,4.0,6.8,38.1
104008.0,26.3,4.9,6.2,9.8,47.2
134093.0,25.5,6.9,6.2,5.3,43.9
103928.0,20.9,7.1,8.3,9.0,45.3
104024.0,25.6,9.7,8.1,9.9,53.3
97422.0,28.8,9.1,8.8,8.7,55.400000000000006
155190.0,15.1,5.1,6.1,5.0,31.3
104206.0,23.2,7.3,6.8,8.2,45.5
95437.0,25.8,8.4,8.1,6.5,48.8
281620.0,15.3,2.1,2.7,2.0,22.1
104264.0,23.6,7.3,7.8,7.3,46.0
101166.0,28.1,8.5,7.5,7.3,51.4
148538.0,14.1,5.0,6.7,7.3,33.1
104280.0,23.7,7.7,6.9,9.2,47.5
113031.0,27.2,7.3,6.3,5.9,46.7
106434.0,15.5,6.7,8.4,8.6,39.2
104633.0,22.7,7.7,6.9,9.0,46.3
135512.0,23.2,7.5,6.1,5.0,41.8
95177.0,18.0,7.0,8.2,9.4,42.6
104755.0,23.9,8.0,7.8,9.7,49.39999999999999
125753.0,24.6,7.2,6.8,6.6,45.2
119109.0,16.2,5.5,7.1,7.7,36.5
105200.0,24.1,7.5,6.6,9.2,47.400000000000006
114042.0,26.8,7.1,6.3,6.3,46.49999999999999
102868.0,17.7,6.2,9.0,7.4,40.3
105329.0,23.6,8.3,6.0,7.3,45.2
121922.0,25.9,5.9,6.1,3.8,41.7
99724.0,18.6,6.9,8.6,8.0,42.1
105432.0,25.8,7.9,7.2,8.8,49.7
101083.0,30.3,8.8,7.7,6.0,52.8
113237.0,17.6,5.7,6.9,8.3,38.5
106146.0,18.2,6.3,8.0,7.6,40.1
105828.0,25.3,8.1,7.2,8.9,49.5
98136.0,29.4,8.4,7.4,6.3,51.49999999999999
117230.0,15.8,5.9,8.0,7.8,37.5
105894.0,23.7,7.4,6.7,9.0,46.8
92052.0,29.6,8.2,7.2,6.5,51.5
206137.0,17.1,5.9,7.4,8.5,38.9
105973.0,29.2,9.1,7.9,11.4,57.6
124222.0,29.5,8.5,7.2,8.2,53.400000000000006
220203.0,19.5,3.2,5.0,3.6,31.3
106224.0,25.6,8.1,7.0,9.9,50.6
109379.0,30.9,7.1,6.2,6.4,50.6
296286.0,14.1,3.4,4.6,4.5,26.6
106330.0,24.6,8.0,6.5,8.8,47.900000000000006
99053.0,30.1,8.5,6.5,6.0,51.1
105673.0,16.6,4.6,8.0,9.1,38.3
106352.0,22.5,8.1,6.6,8.3,45.5
88343.0,29.2,9.1,7.6,5.8,51.7
116212.0,15.1,5.1,7.7,7.9,35.8
106355.0,23.1,8.0,8.5,9.0,48.6
98027.0,29.3,7.9,6.3,5.0,48.5
124738.0,18.4,5.3,6.5,7.1,37.3
106443.0,26.2,7.0,6.7,8.0,47.900000000000006
112356.0,30.1,7.1,5.7,5.0,47.900000000000006
113855.0,17.9,5.9,7.3,8.1,39.2
106601.0,24.2,7.7,6.7,9.5,48.1
117724.0,26.8,7.3,6.2,6.3,46.6
110173.0,16.5,5.8,7.6,8.3,38.2
106752.0,24.3,7.5,6.5,9.0,47.3
125803.0,25.6,7.1,5.6,5.9,44.2
110627.0,17.7,5.5,7.9,7.6,38.7
106855.0,24.1,7.4,5.8,10.8,48.1
149117.0,15.2,4.7,6.2,7.0,33.099999999999994
106903.0,25.0,7.3,6.3,8.7,47.3
110403.0,27.8,7.7,6.4,5.9,47.8
260323.0,14.1,4.2,6.2,4.8,29.3
107027.0,26.0,7.8,6.6,8.5,48.9
99461.0,30.9,8.2,6.9,6.1,52.1
136580.0,15.0,4.8,7.9,7.0,34.7
107030.0,23.0,8.3,6.7,9.2,47.2
149371.0,23.5,6.3,5.7,4.6,40.1
158194.0,16.6,4.2,6.4,7.2,34.400000000000006
107139.0,25.4,7.4,5.3,11.2,49.3
107005.0,28.8,7.8,6.9,5.4,48.9
143928.0,18.8,4.0,5.1,3.5,31.4
107169.0,23.6,7.9,6.6,8.4,46.5
91023.0,29.6,8.1,8.7,6.1,52.50000000000001
106884.0,16.2,6.8,8.3,8.4,39.7
107323.0,21.7,7.5,7.5,9.6,46.3
125482.0,25.5,7.7,5.8,7.8,46.8
112605.0,17.7,5.3,9.0,7.4,39.4
107377.0,22.2,8.0,6.1,9.1,45.4
108660.0,17.3,5.5,8.2,7.6,38.6
107438.0,25.0,8.1,6.8,8.1,48.0
101878.0,29.0,9.0,7.2,6.5,51.7
127198.0,17.1,5.6,7.8,8.2,38.7
107499.0,23.7,8.0,7.3,10.2,49.2
106575.0,28.8,7.7,7.7,7.2,51.400000000000006
123127.0,16.5,4.9,7.3,7.4,36.1
107616.0,24.2,7.4,7.0,8.7,47.3
110217.0,26.3,6.8,6.4,6.1,45.6
128112.0,20.4,4.0,6.2,5.5,36.1
107679.0,22.7,7.0,7.6,7.7,45.0
103693.0,23.5,8.8,7.3,6.5,46.1
108136.0,23.6,4.0,5.9,6.5,40.0
107925.0,29.8,6.0,3.1,9.3,48.2
111439.0,16.5,5.3,8.2,7.8,37.8
108157.0,25.1,7.5,7.7,7.5,47.8
99899.0,28.3,8.1,6.8,5.9,49.1
93780.0,19.1,6.0,8.1,9.1,42.3
108207.0,23.0,7.3,7.0,9.5,46.8
132828.0,23.8,6.1,6.0,6.0,41.9
111605.0,12.8,13.0,10.5,4.2,40.5
108227.0,24.5,8.8,5.5,8.3,47.1
119066.0,22.5,8.3,6.5,8.0,45.3
128265.0,18.0,5.7,7.5,8.3,39.5
108246.0,25.2,7.3,6.2,9.5,48.2
114360.0,26.4,7.0,6.7,6.4,46.5
142187.0,16.5,5.2,6.2,7.6,35.5
108468.0,24.9,6.8,6.8,10.1,48.6
98267.0,29.2,8.0,5.8,4.3,47.3
142033.0,15.5,5.2,6.9,8.3,35.900000000000006
108471.0,24.3,7.7,7.1,10.5,49.6
90954.0,28.6,8.4,7.7,7.5,52.2
121780.0,13.9,5.5,7.2,6.6,33.2
108474.0,23.7,8.7,7.0,9.3,48.7
77372.0,28.8,8.5,9.3,5.1,51.7
108527.0,16.6,6.1,4.1,9.8,36.60000000000001
108489.0,24.3,8.4,6.2,8.9,47.8
108886.0,13.6,5.6,8.1,9.2,36.5
108652.0,20.9,8.1,6.1,11.6,46.7
131103.0,22.8,4.3,6.8,4.5,38.4
135299.0,15.5,6.1,6.1,4.1,31.800000000000004
108689.0,22.4,7.3,6.1,9.8,45.6
108126.0,17.4,6.2,8.4,7.5,39.5
108710.0,24.5,7.7,7.1,8.4,47.7
108774.0,27.8,8.3,7.1,5.8,49.0
125089.0,16.1,6.4,8.4,8.3,39.2
108761.0,28.5,5.2,5.0,9.7,48.400000000000006
107162.0,27.7,6.4,5.4,6.6,46.1
296482.0,12.5,3.8,5.9,4.8,27.000000000000004
108842.0,25.5,7.6,6.7,8.6,48.400000000000006
94183.0,29.9,8.5,7.3,6.1,51.8
100913.0,17.4,6.0,7.2,8.4,39.0
108904.0,23.5,7.7,6.6,10.1,47.9
122402.0,26.0,6.5,6.0,6.0,44.5
119741.0,16.3,5.6,7.6,8.1,37.6
108934.0,24.1,7.2,6.6,9.6,47.5
125211.0,25.5,6.7,6.2,5.7,44.10000000000001
102166.0,18.2,5.2,8.3,10.8,42.5
108952.0,21.7,8.9,6.4,9.8,46.8
172557.0,23.1,6.0,5.5,4.0,38.6
111402.0,17.0,5.8,7.8,7.9,38.5
109015.0,23.5,7.9,7.2,9.2,47.8
92568.0,28.8,8.3,7.6,6.7,51.400000000000006
127043.0,16.5,5.4,7.5,7.8,37.2
109028.0,24.1,7.7,7.0,9.2,48.0
118157.0,27.3,7.1,6.7,5.9,47.0
281571.0,12.4,3.5,4.6,5.0,25.5
109168.0,28.2,7.7,6.6,10.9,53.4
116565.0,26.8,6.9,6.1,5.9,45.7
120382.0,17.6,4.5,6.6,6.3,35.0
109247.0,23.6,6.7,6.8,8.6,45.7
128516.0,24.8,7.7,6.0,5.5,44.0
111028.0,16.2,6.0,7.8,8.1,38.1
109257.0,22.9,7.5,6.8,8.7,45.89999999999999
118553.0,25.8,7.5,6.3,5.3,44.89999999999999
129055.0,16.2,4.5,2.9,6.8,30.4
109347.0,25.8,4.9,7.6,7.5,45.8
140672.0,23.1,5.9,7.3,6.0,42.3
94235.0,19.7,6.8,8.0,9.2,43.7
109404.0,20.8,7.2,9.1,9.1,46.2
148657.0,26.3,7.7,6.2,5.3,45.5
102890.0,16.7,7.1,9.0,8.6,41.4
109468.0,22.3,7.9,6.9,9.1,46.2
141204.0,22.8,7.5,6.4,5.1,41.8
121487.0,16.2,5.8,7.7,7.9,37.6
109565.0,23.4,7.7,6.8,9.4,47.3
122411.0,26.3,7.2,6.0,6.3,45.8
118537.0,17.0,6.1,7.0,7.8,37.9
109675.0,23.5,7.0,6.3,9.8,46.6
126178.0,26.6,6.6,6.0,5.3,44.5
140350.0,14.9,4.8,6.7,7.1,33.5
109699.0,22.6,7.6,6.8,9.1,46.1
125652.0,25.4,7.2,5.9,5.5,44.0
155551.0,14.4,4.8,6.6,6.7,32.5
109891.0,23.7,6.9,6.4,8.9,45.9
123895.0,26.4,6.8,6.1,5.3,44.6
130330.0,15.6,5.4,7.3,7.4,35.7
110065.0,23.3,8.0,6.7,9.4,47.4
133553.0,25.3,7.0,5.2,4.7,42.2
112164.0,18.3,5.6,6.1,7.4,37.4
110150.0,26.0,7.5,6.1,7.2,46.8
107622.0,26.9,7.9,6.1,5.3,46.2
142988.0,16.4,6.2,7.9,6.9,37.4
110161.0,24.2,7.5,6.6,8.6,46.9
115725.0,31.1,6.7,6.2,5.0,49.00000000000001
98683.0,17.7,6.2,7.9,8.5,40.3
110557.0,23.7,7.5,6.2,8.9,46.3
137779.0,24.2,6.4,6.1,5.7,42.400000000000006
279453.0,14.6,3.3,4.1,4.6,26.6
110648.0,24.8,6.9,5.8,8.1,45.6
102306.0,29.2,8.1,6.5,6.3,50.1
121622.0,16.2,5.3,6.8,7.1,35.4
110760.0,23.6,7.5,7.0,9.1,47.2
271108.0,6.8,3.0,5.8,2.0,17.6
110869.0,19.3,7.8,6.3,9.3,42.7
291331.0,13.9,3.9,5.7,4.4,27.9
110899.0,23.9,7.5,6.3,8.5,46.2
100554.0,30.8,7.7,6.6,4.9,50.0
113589.0,17.3,5.1,7.2,6.9,36.5
111040.0,24.0,7.1,6.2,8.5,45.8
111814.0,27.5,7.5,6.9,5.5,47.4
130236.0,15.0,4.3,6.2,7.5,33.0
111099.0,25.4,6.4,5.3,7.9,44.99999999999999
110054.0,28.1,7.4,6.2,5.3,47.0
110278.0,16.8,6.0,7.7,7.2,37.7
111151.0,23.0,7.7,6.2,8.4,45.3
139796.0,24.2,7.3,5.8,3.8,41.1
125084.0,16.3,5.1,7.1,6.8,35.3
111170.0,23.6,6.6,5.8,8.1,44.1
128071.0,24.5,7.9,6.0,5.7,44.1
113575.0,14.7,6.4,8.0,8.2,37.3
111489.0,23.3,7.5,7.6,7.2,45.6
106416.0,26.7,7.7,7.0,6.2,47.6
115609.0,16.8,6.0,7.3,8.3,38.400000000000006
111627.0,22.6,7.5,6.7,9.4,46.2
125546.0,25.2,7.2,6.0,6.0,44.4
110107.0,16.5,5.0,7.6,6.1,35.2
111637.0,27.1,6.8,6.0,7.8,47.7
123271.0,25.9,6.5,6.7,4.7,43.8
136590.0,16.2,4.6,6.4,7.4,34.599999999999994
111684.0,24.3,8.3,5.8,10.2,48.6
132443.0,25.1,6.3,5.9,6.8,44.1
119105.0,17.3,5.7,8.5,7.0,38.5
111701.0,22.4,7.8,8.5,8.4,47.1
90406.0,30.4,7.9,8.7,4.4,51.4
106313.0,17.9,5.9,7.6,7.5,38.9
111727.0,23.5,7.8,7.1,8.0,46.4
96615.0,30.0,8.2,6.8,6.4,51.4
114414.0,17.1,5.3,7.9,7.3,37.6
111803.0,23.3,8.2,6.8,9.2,47.5
98262.0,28.8,8.3,7.3,6.2,50.6
176641.0,14.1,3.5,5.7,6.0,29.3
274404.0,12.7,3.9,5.2,3.6,25.4
112252.0,24.5,6.9,6.3,7.9,45.6
104527.0,28.1,7.9,6.5,5.6,48.1
90425.0,20.0,6.1,7.9,8.6,42.6
112311.0,23.2,7.4,6.6,9.2,46.400000000000006
147697.0,22.5,6.6,5.7,5.1,39.900000000000006
217447.0,13.7,4.3,6.2,6.5,30.7
112439.0,24.5,7.6,6.4,9.6,48.1
104617.0,28.0,7.6,7.1,6.9,49.6
117453.0,18.6,5.0,7.2,7.7,38.5
112595.0,22.8,7.4,6.1,9.3,45.60000000000001
132492.0,23.3,6.5,6.2,5.6,41.6
109328.0,17.2,6.1,8.2,7.5,39.0
112635.0,24.0,7.4,6.8,8.3,46.5
117508.0,27.1,7.8,6.5,5.7,47.1
153957.0,15.4,5.2,7.2,7.8,35.6
112765.0,23.6,7.5,6.4,9.7,47.2
100770.0,28.9,8.0,6.5,6.8,50.2
108794.0,18.5,5.8,8.1,7.2,39.6
112836.0,23.0,6.9,6.5,9.5,45.9
103953.0,28.8,6.5,7.4,3.6,46.3
255173.0,10.9,3.0,5.7,6.6,26.200000000000003
112949.0,25.0,6.7,6.3,8.4,46.4
295993.0,14.0,3.2,6.4,5.3,28.9
112972.0,25.0,7.7,6.8,8.5,48.0
101684.0,29.3,8.0,7.0,6.4,50.7
130364.0,14.9,4.0,7.0,7.3,33.2
112990.0,18.9,9.0,6.7,9.2,43.8
112662.0,17.7,5.4,7.4,7.2,37.7
113028.0,23.4,7.0,6.3,8.9,45.6
122666.0,25.5,6.7,6.1,5.6,43.900000000000006
97366.0,17.7,6.5,8.4,9.0,41.6
113090.0,22.5,7.1,7.1,10.1,46.8
157858.0,23.1,6.0,5.5,5.0,39.6
125509.0,16.4,5.5,6.5,7.3,35.7
113193.0,23.4,7.0,6.1,9.1,45.6
127503.0,25.9,6.9,5.8,5.4,43.99999999999999
113381.0,16.3,6.1,6.8,9.2,38.4
113816.0,27.3,4.9,5.3,9.3,46.8
137917.0,24.8,6.6,5.4,5.1,41.9
140832.0,15.2,4.2,6.4,6.0,31.8
113868.0,21.3,7.2,7.9,9.1,45.5
105770.0,30.1,7.6,5.3,4.0,47.0
283983.0,12.2,4.1,5.2,4.7,26.2
113916.0,24.3,7.1,6.1,8.5,46.0
104589.0,28.8,7.6,6.4,6.0,48.8
103109.0,17.1,6.4,7.6,7.6,38.7
114042.0,23.7,7.6,6.8,7.6,45.7
103177.0,28.6,7.8,6.6,5.8,48.8
292286.0,12.7,3.7,5.7,5.7,27.8
114221.0,25.0,6.4,5.8,9.6,46.8
140232.0,24.6,6.9,5.6,6.0,43.1
142141.0,15.1,3.8,8.2,5.5,32.599999999999994
114252.0,21.8,8.8,7.2,8.0,45.8
97267.0,27.8,8.3,9.4,5.7,51.2
223324.0,14.7,6.2,7.1,8.0,36.0
114261.0,23.8,7.4,6.8,8.5,46.5
117986.0,26.0,7.7,6.4,6.3,46.4
110923.0,17.0,6.1,8.9,8.8,40.8
114358.0,23.6,8.1,6.0,9.5,47.2
293848.0,12.2,2.9,4.2,5.2,24.5
104932.0,16.8,4.8,7.0,7.1,35.7
114376.0,22.8,7.4,6.7,9.1,46.00000000000001
90202.0,28.3,8.3,8.9,5.9,51.4
122640.0,16.3,5.2,7.4,7.6,36.5
114951.0,23.3,7.2,6.9,8.2,45.6
97765.0,28.6,8.4,7.1,6.3,50.4
117633.0,13.6,5.5,8.8,8.4,36.3
115124.0,23.7,6.6,6.1,8.7,45.1
83665.0,30.3,7.2,7.7,6.6,51.8
100419.0,18.4,5.4,7.3,7.2,38.3
115395.0,21.7,7.3,6.4,8.9,44.3
92461.0,29.5,7.9,7.8,6.7,51.9
131705.0,12.8,5.8,8.8,4.0,31.4
115627.0,16.0,6.4,8.6,9.8,40.8
115736.0,21.5,8.0,7.2,8.6,45.3
137463.0,26.2,5.4,4.9,4.1,40.6
124866.0,16.5,5.1,7.1,7.1,35.800000000000004
115814.0,23.4,7.3,6.3,8.5,45.5
104902.0,26.7,7.7,7.3,5.9,47.6
273865.0,13.1,3.5,5.7,5.7,28.0
115839.0,25.0,6.9,6.2,9.2,47.3
154072.0,23.7,6.9,5.8,5.4,41.8
141522.0,14.8,4.8,6.8,5.8,32.2
115863.0,21.9,7.6,6.9,8.8,45.2
91831.0,29.6,9.4,7.5,5.7,52.2
277902.0,13.9,4.2,6.5,5.6,30.200000000000003
115946.0,23.5,7.1,6.5,8.7,45.8
107520.0,27.8,7.5,7.1,5.8,48.2
123724.0,13.2,7.1,8.9,9.6,38.8
115970.0,22.5,6.8,7.1,6.1,42.5
88071.0,28.8,8.8,7.5,6.7,51.8
107969.0,21.0,2.2,8.2,7.2,38.6
116021.0,24.3,5.0,5.8,10.8,45.900000000000006
87533.0,22.0,7.4,9.2,11.0,49.6
116159.0,24.0,7.7,7.2,10.6,49.5
182691.0,25.0,5.6,6.1,7.3,44.0
163029.0,14.1,4.2,6.2,6.8,31.3
116208.0,23.4,6.8,6.0,8.0,44.2
132669.0,26.7,6.6,6.0,4.8,44.1
139404.0,16.3,4.6,6.8,7.4,35.1
116236.0,23.2,7.8,6.6,8.7,46.3
123614.0,25.8,7.7,6.9,5.9,46.3
127329.0,15.3,5.1,6.9,7.4,34.7
116307.0,22.0,6.6,6.1,9.5,44.2
134155.0,23.9,6.6,6.0,5.3,41.8
128896.0,15.3,5.4,6.8,7.3,34.800000000000004
116313.0,23.3,7.1,6.0,9.0,45.4
133951.0,24.6,6.2,5.7,5.7,42.2
104393.0,18.6,4.7,6.5,6.1,35.9
116811.0,22.0,7.2,5.9,7.5,42.6
117421.0,25.6,7.8,6.4,5.5,45.3
259322.0,12.4,2.2,5.5,4.2,24.3
116825.0,23.7,6.9,6.3,7.9,44.8
293899.0,10.4,2.5,4.5,3.6,21.0
116903.0,26.4,5.8,5.3,8.5,45.99999999999999
120118.0,27.0,5.4,6.5,4.6,43.5
298769.0,13.2,3.0,5.8,5.6,27.6
116995.0,23.8,7.4,6.7,8.0,45.900000000000006
110338.0,28.6,7.4,6.2,5.3,47.5
107034.0,16.9,6.3,8.3,7.9,39.4
117123.0,21.9,7.5,6.9,9.5,45.8
154991.0,22.1,7.2,6.3,4.9,40.5
117005.0,16.4,5.5,7.6,8.2,37.7
117290.0,22.0,7.0,6.7,9.4,45.1
136175.0,22.8,6.2,5.9,5.8,40.7
164269.0,16.0,5.0,6.1,7.7,34.800000000000004
117303.0,24.0,7.5,6.8,9.3,47.6
125202.0,26.9,7.4,6.5,5.8,46.6
297854.0,12.1,3.3,6.0,4.5,25.9
117501.0,23.1,7.8,6.6,7.6,45.1
108924.0,27.5,8.2,7.4,5.4,48.5
279675.0,15.2,4.2,6.4,6.5,32.3
117672.0,24.0,7.5,6.5,8.8,46.8
130158.0,25.6,6.3,6.4,4.8,43.1
106732.0,17.5,6.5,7.8,8.4,40.2
117688.0,23.4,7.3,6.1,8.7,45.5
140115.0,24.2,7.7,5.9,5.3,43.1
159261.0,14.1,4.8,5.9,6.5,31.3
117780.0,23.0,7.1,6.1,8.5,44.7
139659.0,24.8,6.5,5.7,4.5,41.5
129166.0,18.2,5.2,6.6,6.4,36.4
117788.0,25.5,7.1,6.1,8.3,47.0
133085.0,27.6,6.7,5.0,4.7,44.00000000000001
112014.0,16.8,5.0,6.6,7.0,35.4
117806.0,23.1,7.4,6.3,8.2,45.0
128623.0,25.7,7.2,6.5,3.9,43.3
103397.0,17.9,6.6,7.9,8.4,40.8
118015.0,23.3,6.8,6.0,8.8,44.900000000000006
137143.0,24.3,6.9,5.8,6.1,43.1
104706.0,17.1,5.9,8.1,8.5,39.6
118160.0,22.7,7.2,6.2,8.7,44.8
139163.0,23.9,6.8,6.2,4.6,41.5
142273.0,14.7,4.9,6.5,7.1,33.2
118255.0,23.1,7.1,6.7,8.5,45.400000000000006
141068.0,23.9,6.4,5.6,5.1,41.0
120396.0,14.8,5.6,7.6,7.6,35.6
118408.0,22.8,7.5,6.1,7.9,44.3
136786.0,24.2,6.9,5.7,5.4,42.2
102770.0,17.1,6.9,8.8,7.6,40.4
118428.0,23.2,7.8,6.3,8.4,45.7
96842.0,29.8,9.0,6.7,5.9,51.4
145343.0,15.6,4.4,6.2,6.2,32.4
118604.0,23.3,6.9,5.9,8.8,44.900000000000006
143676.0,24.6,6.7,5.8,4.9,42.0
117644.0,16.2,5.4,5.1,6.6,33.300000000000004
118665.0,23.8,6.9,6.4,6.6,43.7
131517.0,26.5,8.2,5.8,5.3,45.8
295253.0,14.1,1.9,2.8,2.7,21.5
118883.0,23.8,7.0,5.9,7.6,44.3
106289.0,27.5,8.0,6.5,6.0,48.0
111928.0,18.5,7.1,6.4,9.2,41.2
118930.0,22.3,8.2,6.4,10.3,47.2
138444.0,24.9,7.0,5.4,5.5,42.8
126669.0,16.0,5.9,7.2,8.3,37.4
118999.0,22.7,7.5,6.9,8.8,45.900000000000006
135852.0,24.0,6.8,6.0,5.7,42.5
294728.0,13.7,2.5,5.1,5.2,26.5
119088.0,22.8,7.3,6.4,7.9,44.4
110843.0,27.4,8.1,6.7,5.4,47.6
117370.0,13.5,4.8,8.1,7.7,34.1
119128.0,26.8,5.8,4.5,6.9,44.0
157467.0,26.5,5.3,7.2,4.5,43.5
112210.0,17.3,6.3,8.5,7.7,39.8
119161.0,24.0,7.7,6.8,8.3,46.8
121769.0,26.9,8.0,6.9,5.4,47.2
114781.0,13.8,6.4,9.1,7.2,36.50000000000001
119244.0,24.2,6.6,6.5,8.4,45.7
127088.0,26.5,6.3,5.7,4.9,43.4
117684.0,16.2,5.4,7.4,7.3,36.3
119274.0,22.4,6.8,6.5,8.5,44.2
119811.0,27.6,7.2,6.4,4.7,45.900000000000006
127538.0,16.2,5.7,7.4,7.8,37.1
119361.0,23.6,7.3,6.3,8.3,45.5
160399.0,22.4,5.6,4.9,4.9,37.8
179870.0,13.4,4.1,6.1,5.7,29.3
119401.0,23.7,6.9,6.3,8.5,45.4
118719.0,26.5,7.2,6.3,5.6,45.6
125556.0,16.6,4.9,6.9,7.1,35.5
119442.0,22.3,7.2,6.5,9.1,45.1
122267.0,14.0,4.9,7.5,8.2,34.599999999999994
119793.0,23.8,6.7,7.4,6.9,44.8
155206.0,22.6,6.4,5.1,4.5,38.6
167688.0,15.4,5.5,7.0,6.8,34.7
119866.0,23.3,6.9,6.2,8.6,45.00000000000001
121007.0,26.3,7.1,6.0,6.6,46.0
109784.0,20.4,3.4,6.0,6.0,35.8
119923.0,24.2,7.3,6.6,5.7,43.8
116008.0,26.7,8.3,6.3,4.5,45.8
117645.0,15.5,5.2,8.4,6.9,36.0
120027.0,22.3,8.1,5.8,7.3,43.49999999999999
126427.0,24.8,7.8,6.0,6.0,44.6
109841.0,17.0,5.7,7.8,8.1,38.6
120192.0,22.4,6.7,6.4,8.3,43.8
148947.0,22.0,6.6,6.1,4.7,39.400000000000006
154639.0,15.7,5.0,7.1,7.4,35.2
120326.0,24.0,7.6,7.2,9.2,48.0
104456.0,27.3,8.5,6.9,6.7,49.4
87864.0,24.8,5.6,7.5,6.6,44.5
120415.0,23.1,8.8,8.3,9.4,49.6
224164.0,20.7,4.7,4.8,3.2,33.4
115931.0,17.0,5.5,7.7,7.5,37.7
120433.0,22.2,6.8,6.7,8.6,44.3
123597.0,26.4,6.9,6.0,5.9,45.2
102731.0,17.9,6.2,7.9,8.2,40.2
120697.0,23.5,7.6,6.3,8.3,45.7
152434.0,23.3,6.1,4.6,4.3,38.3
116672.0,16.3,5.6,7.7,7.3,36.9
121056.0,23.6,7.3,6.5,8.0,45.400000000000006
109845.0,27.3,8.4,7.0,5.2,47.900000000000006
161210.0,13.0,2.9,5.3,5.4,26.6
121096.0,24.6,7.7,5.5,6.8,44.6
145140.0,20.2,5.5,4.7,5.9,36.3
287677.0,10.8,3.1,3.6,5.4,22.9
121160.0,23.6,7.0,6.3,8.0,44.9
113548.0,28.9,7.4,5.6,4.8,46.7
299729.0,11.2,2.5,5.3,3.3,22.3
121233.0,24.3,6.7,5.9,7.6,44.5
104729.0,28.5,7.6,6.4,5.7,48.2
119386.0,15.3,5.9,7.4,7.8,36.4
121276.0,23.8,6.9,6.5,8.0,45.2
128055.0,26.0,7.2,6.4,5.7,45.3
172599.0,14.1,5.2,7.2,7.1,33.6
121326.0,23.6,7.5,6.6,9.8,47.5
94714.0,29.8,9.1,7.6,7.8,54.3
292879.0,12.7,2.6,3.8,3.7,22.8
121415.0,24.3,6.5,6.9,6.6,44.3
109979.0,27.8,7.7,6.7,5.5,47.7
296383.0,13.5,3.6,6.0,6.0,29.1
121456.0,21.3,6.8,6.2,9.3,43.60000000000001
138053.0,23.9,5.1,6.2,4.8,40.0
299665.0,12.8,1.9,4.5,2.5,21.700000000000003
121481.0,24.3,7.1,6.8,7.0,45.2
108934.0,28.5,7.7,6.8,5.4,48.4
151318.0,13.8,4.1,7.1,7.9,32.9
121612.0,22.5,6.9,6.0,9.0,44.4
131709.0,23.7,7.5,6.3,6.5,44.0
119711.0,18.6,5.9,5.8,6.6,36.9
121708.0,24.8,7.0,5.9,9.4,47.1
135612.0,24.9,7.3,7.0,3.7,42.9
288490.0,12.1,2.7,4.9,4.7,24.4
121747.0,23.3,6.3,6.0,8.2,43.8
112189.0,27.5,7.7,6.5,5.0,46.7
155178.0,15.2,4.4,6.4,7.8,33.8
121781.0,23.6,7.1,6.3,9.9,46.9
140991.0,25.7,7.2,6.5,5.4,44.8
137984.0,14.6,4.9,6.7,6.9,33.1
121803.0,22.9,6.7,6.2,8.3,44.1
105680.0,28.4,7.4,7.4,5.1,48.3
217360.0,13.5,4.9,6.3,6.0,30.7
121823.0,25.8,8.0,6.7,9.2,49.7
86315.0,31.7,8.5,7.3,8.1,55.6
133070.0,15.6,5.4,7.4,6.9,35.3
122261.0,23.2,7.0,6.1,8.8,45.1
