basari_sirasi,ayt_dil,toplam_net
55209.0,2.57,2.57
55824.0,49.5,49.5
48524.0,50.7,50.7
50393.0,1.51,1.51
55977.0,49.2,49.2
47347.0,47.0,47.0
40394.0,3.33,3.33
56588.0,60.1,60.1
27125.0,66.4,66.4
149571.0,37.2,37.2
56597.0,56.6,56.6
49289.0,51.6,51.6
51796.0,1.77,1.77
56610.0,52.7,52.7
55666.0,48.0,48.0
52367.0,69.2,69.2
57080.0,48.2,48.2
49937.0,47.6,47.6
52752.0,1.03,1.03
57299.0,46.4,46.4
48548.0,48.3,48.3
87866.0,3.05,3.05
57334.0,54.0,54.0
73745.0,37.5,37.5
53043.0,1.97,1.97
58009.0,49.0,49.0
53462.0,45.8,45.8
67481.0,1.21,1.21
58022.0,53.8,53.8
63233.0,1.91,1.91
58110.0,56.5,56.5
63128.0,46.5,46.5
103079.0,5.0,5.0
58335.0,52.3,52.3
62247.0,43.7,43.7
53313.0,1.41,1.41
58607.0,50.6,50.6
57539.0,46.4,46.4
55476.0,4.81,4.81
53775.0,3.94,3.94
59145.0,50.7,50.7
53681.0,49.4,49.4
54485.0,3.84,3.84
59326.0,49.3,49.3
43349.0,56.7,56.7
55166.0,3.87,3.87
59395.0,44.9,44.9
51979.0,44.8,44.8
58290.0,4.96,4.96
59518.0,46.5,46.5
50228.0,47.8,47.8
108871.0,2.08,2.08
59696.0,45.8,45.8
54168.0,47.3,47.3
44782.0,3.91,3.91
59876.0,49.8,49.8
35265.0,59.0,59.0
60339.0,1.84,1.84
60190.0,47.9,47.9
56084.0,45.7,45.7
58537.0,2.15,2.15
60194.0,48.6,48.6
60257.0,46.5,46.5
116580.0,4.52,4.52
60384.0,49.4,49.4
80159.0,37.9,37.9
54892.0,76.2,76.2
60557.0,48.2,48.2
58383.0,45.4,45.4
67064.0,58.0,58.0
60826.0,51.5,51.5
52874.0,55.4,55.4
59869.0,2.67,2.67
61037.0,43.4,43.4
50980.0,46.0,46.0
56069.0,59.5,59.5
61097.0,46.2,46.2
41259.0,54.1,54.1
56834.0,61.8,61.8
61656.0,48.5,48.5
60008.0,44.3,44.3
152952.0,3.96,3.96
61670.0,49.6,49.6
58127.0,3.58,3.58
62105.0,45.3,45.3
56290.0,46.5,46.5
60117.0,1.19,1.19
62215.0,48.3,48.3
60977.0,44.6,44.6
71983.0,4.12,4.12
62621.0,58.5,58.5
54794.0,57.2,57.2
61123.0,1.21,1.21
62927.0,43.5,43.5
53921.0,44.6,44.6
50755.0,1.69,1.69
62969.0,45.4,45.4
63611.0,39.8,39.8
64979.0,3.12,3.12
62994.0,50.0,50.0
74663.0,37.1,37.1
64986.0,56.2,56.2
63029.0,43.5,43.5
61791.0,38.3,38.3
134757.0,3.15,3.15
63338.0,48.0,48.0
48468.0,48.6,48.6
77623.0,1.47,1.47
63387.0,45.3,45.3
70804.0,45.5,45.5
75190.0,2.12,2.12
63585.0,60.0,60.0
53076.0,62.8,62.8
57431.0,4.57,4.57
63998.0,47.3,47.3
56734.0,45.2,45.2
55173.0,1.31,1.31
64039.0,51.5,51.5
70369.0,44.1,44.1
45703.0,2.04,2.04
64090.0,52.9,52.9
36376.0,59.9,59.9
77242.0,4.6,4.6
64587.0,43.7,43.7
63649.0,43.5,43.5
110117.0,1.38,1.38
64853.0,42.3,42.3
63645.0,42.3,42.3
63947.0,4.53,4.53
64917.0,42.9,42.9
53244.0,43.3,43.3
61577.0,3.48,3.48
64920.0,44.9,44.9
60142.0,43.0,43.0
22847.0,1.54,1.54
65106.0,42.5,42.5
49250.0,3.58,3.58
66455.0,54.1,54.1
38489.0,58.8,58.8
64133.0,1.92,1.92
66521.0,43.0,43.0
54761.0,44.9,44.9
61808.0,56.2,56.2
66780.0,46.8,46.8
62214.0,46.9,46.9
62799.0,1.58,1.58
66898.0,46.4,46.4
60377.0,42.3,42.3
67061.0,44.9,44.9
118049.0,2.32,2.32
67191.0,53.5,53.5
69139.0,46.7,46.7
61131.0,2.17,2.17
69717.0,3.84,3.84
67471.0,36.3,36.3
104587.0,13.0,13.0
65256.0,2.38,2.38
67647.0,40.6,40.6
56877.0,42.2,42.2
61051.0,1.96,1.96
56248.0,1.35,1.35
68525.0,44.0,44.0
69803.0,38.6,38.6
63396.0,2.09,2.09
68821.0,42.2,42.2
63074.0,39.3,39.3
60790.0,65.6,65.6
69168.0,42.9,42.9
65446.0,43.0,43.0
62273.0,2.01,2.01
69426.0,47.5,47.5
85352.0,36.1,36.1
67846.0,3.88,3.88
68485.0,2.52,2.52
70065.0,43.4,43.4
57590.0,45.3,45.3
68086.0,2.88,2.88
70311.0,43.3,43.3
70790.0,42.8,42.8
72877.0,4.79,4.79
70395.0,43.8,43.8
58693.0,45.2,45.2
83881.0,44.5,44.5
71047.0,44.5,44.5
75188.0,40.2,40.2
64346.0,3.03,3.03
71129.0,43.1,43.1
65071.0,38.4,38.4
67414.0,2.94,2.94
71215.0,37.8,37.8
149720.0,4.99,4.99
71388.0,43.5,43.5
61708.0,48.0,48.0
98577.0,1.18,1.18
71606.0,46.6,46.6
29633.0,3.68,3.68
71872.0,43.3,43.3
63949.0,3.02,3.02
72868.0,43.5,43.5
57950.0,48.6,48.6
76175.0,4.2,4.2
72906.0,58.9,58.9
35836.0,63.5,63.5
80757.0,4.66,4.66
72907.0,48.7,48.7
57770.0,48.7,48.7
88607.0,1.07,1.07
73121.0,44.5,44.5
31823.0,61.3,61.3
70612.0,2.72,2.72
73842.0,2.74,2.74
73340.0,41.3,41.3
68635.0,36.6,36.6
66831.0,2.71,2.71
73668.0,42.8,42.8
72200.0,33.4,33.4
68802.0,4.81,4.81
73747.0,37.4,37.4
58824.0,41.5,41.5
118207.0,4.08,4.08
74131.0,38.8,38.8
73433.0,39.8,39.8
94951.0,1.64,1.64
74297.0,44.0,44.0
73737.0,38.5,38.5
69540.0,60.0,60.0
74793.0,39.3,39.3
68064.0,35.0,35.0
64761.0,2.35,2.35
74795.0,42.1,42.1
68032.0,38.4,38.4
104395.0,1.91,1.91
74941.0,35.8,35.8
55175.0,49.5,49.5
66073.0,62.5,62.5
75215.0,43.3,43.3
69793.0,39.4,39.4
132536.0,2.7,2.7
75244.0,45.1,45.1
68514.0,41.1,41.1
66567.0,3.36,3.36
75264.0,43.9,43.9
70049.0,47.6,47.6
48272.0,4.12,4.12
75281.0,58.8,58.8
29286.0,66.1,66.1
70310.0,4.08,4.08
75690.0,42.2,42.2
61374.0,41.0,41.0
74367.0,38.8,38.8
75899.0,43.0,43.0
86539.0,29.8,29.8
74438.0,3.47,3.47
76997.0,38.8,38.8
69314.0,34.0,34.0
60874.0,4.05,4.05
81176.0,2.05,2.05
77041.0,43.1,43.1
116339.0,25.1,25.1
72919.0,2.43,2.43
77146.0,38.6,38.6
67190.0,37.8,37.8
47646.0,68.8,68.8
77488.0,41.9,41.9
86528.0,39.8,39.8
131606.0,2.39,2.39
77578.0,41.6,41.6
72629.0,42.8,42.8
145213.0,63.8,63.8
77863.0,43.9,43.9
74467.0,4.63,4.63
78494.0,38.2,38.2
71005.0,35.3,35.3
105532.0,2.19,2.19
78504.0,41.3,41.3
57304.0,41.7,41.7
74549.0,2.18,2.18
78550.0,41.8,41.8
75914.0,35.6,35.6
108210.0,3.77,3.77
78624.0,38.5,38.5
75979.0,4.64,4.64
78892.0,36.2,36.2
60072.0,44.9,44.9
71038.0,4.03,4.03
78993.0,43.5,43.5
92381.0,31.2,31.2
77820.0,62.8,62.8
95258.0,3.92,3.92
106921.0,2.14,2.14
79330.0,42.4,42.4
57048.0,45.4,45.4
111931.0,4.29,4.29
79459.0,38.9,38.9
78312.0,34.5,34.5
71272.0,4.67,4.67
84522.0,1.66,1.66
84373.0,3.49,3.49
79977.0,37.2,37.2
75327.0,32.9,32.9
95043.0,1.79,1.79
80596.0,39.5,39.5
70813.0,43.4,43.4
74547.0,1.39,1.39
82242.0,35.0,35.0
69714.0,36.6,36.6
87117.0,3.18,3.18
82481.0,46.3,46.3
68653.0,45.6,45.6
70072.0,1.38,1.38
82667.0,38.3,38.3
83143.0,2.4,2.4
83341.0,33.4,33.4
75750.0,34.0,34.0
134903.0,1.16,1.16
83763.0,38.8,38.8
72904.0,36.0,36.0
82550.0,1.28,1.28
96121.0,4.36,4.36
84394.0,49.2,49.2
64950.0,52.3,52.3
91840.0,4.93,4.93
151357.0,2.69,2.69
84900.0,41.2,41.2
69229.0,39.1,39.1
114352.0,1.61,1.61
85144.0,43.0,43.0
76674.0,44.8,44.8
140332.0,41.0,41.0
86232.0,45.8,45.8
78500.0,45.1,45.1
96006.0,2.46,2.46
86280.0,32.0,32.0
72289.0,31.8,31.8
101848.0,4.87,4.87
86283.0,32.1,32.1
101488.0,33.1,33.1
79016.0,1.94,1.94
86588.0,33.8,33.8
78915.0,28.1,28.1
98275.0,4.25,4.25
87922.0,30.1,30.1
91044.0,24.7,24.7
120046.0,2.03,2.03
88049.0,38.1,38.1
69769.0,40.4,40.4
85020.0,3.81,3.81
88181.0,32.5,32.5
77834.0,31.6,31.6
141909.0,1.91,1.91
88299.0,31.3,31.3
119009.0,15.5,15.5
149637.0,2.34,2.34
88942.0,41.8,41.8
71700.0,54.1,54.1
70613.0,3.27,3.27
89005.0,45.4,45.4
92465.0,4.71,4.71
89049.0,47.2,47.2
54290.0,61.2,61.2
83385.0,2.81,2.81
89515.0,33.3,33.3
84205.0,26.0,26.0
88726.0,2.82,2.82
89645.0,29.4,29.4
85291.0,25.4,25.4
88439.0,4.59,4.59
90248.0,44.0,44.0
58759.0,53.5,53.5
85104.0,43.6,43.6
90542.0,32.8,32.8
84544.0,29.0,29.0
99025.0,4.08,4.08
99511.0,19.5,19.5
91515.0,36.5,36.5
113307.0,15.0,15.0
48814.0,2.75,2.75
91934.0,35.8,35.8
80632.0,27.1,27.1
90098.0,1.9,1.9
92624.0,37.5,37.5
100810.0,27.6,27.6
85592.0,1.5,1.5
92841.0,32.4,32.4
103253.0,25.8,25.8
96776.0,71.2,71.2
92891.0,33.4,33.4
84787.0,30.4,30.4
47796.0,56.0,56.0
88034.0,2.52,2.52
93382.0,28.0,28.0
86518.0,24.3,24.3
98345.0,4.53,4.53
94870.0,33.8,33.8
105182.0,24.3,24.3
150548.0,3.68,3.68
95519.0,30.9,30.9
99137.0,25.8,25.8
98284.0,4.37,4.37
133882.0,3.37,3.37
97101.0,34.0,34.0
88466.0,28.7,28.7
88158.0,1.52,1.52
97144.0,29.1,29.1
82312.0,33.5,33.5
95752.0,3.8,3.8
97433.0,26.6,26.6
84264.0,26.3,26.3
56940.0,3.23,3.23
97705.0,19.5,19.5
148829.0,1.11,1.11
97765.0,33.7,33.7
100935.0,38.8,38.8
97869.0,27.0,27.0
102110.0,17.7,17.7
109372.0,1.44,1.44
98412.0,42.4,42.4
65877.0,53.8,53.8
110782.0,4.94,4.94
98731.0,21.8,21.8
100935.0,11.6,11.6
100994.0,1.13,1.13
98892.0,24.6,24.6
81875.0,29.2,29.2
124334.0,1.96,1.96
99511.0,24.4,24.4
107520.0,4.81,4.81
99954.0,27.3,27.3
79932.0,32.3,32.3
115657.0,2.22,2.22
99985.0,51.3,51.3
50025.0,57.9,57.9
99550.0,3.02,3.02
100539.0,28.0,28.0
88683.0,24.0,24.0
131074.0,1.95,1.95
101987.0,26.5,26.5
88260.0,28.4,28.4
151735.0,1.78,1.78
102073.0,30.2,30.2
91325.0,28.2,28.2
127030.0,1.15,1.15
102281.0,34.7,34.7
65214.0,41.9,41.9
133435.0,2.03,2.03
102999.0,31.2,31.2
83146.0,35.6,35.6
93924.0,1.84,1.84
103377.0,34.6,34.6
117712.0,18.6,18.6
117126.0,2.01,2.01
104105.0,35.5,35.5
71612.0,46.6,46.6
143169.0,4.72,4.72
107080.0,30.5,30.5
102240.0,18.7,18.7
92543.0,2.79,2.79
107645.0,20.1,20.1
112511.0,15.5,15.5
139810.0,4.6,4.6
108254.0,25.7,25.7
87940.0,29.2,29.2
17046.0,2.74,2.74
108368.0,36.8,36.8
80046.0,42.5,42.5
102069.0,3.67,3.67
152543.0,1.02,1.02
108742.0,24.7,24.7
93309.0,20.9,20.9
134736.0,1.92,1.92
109189.0,28.6,28.6
78141.0,37.9,37.9
97370.0,4.66,4.66
109633.0,28.5,28.5
93560.0,30.1,30.1
52306.0,1.89,1.89
109635.0,48.4,48.4
36743.0,63.0,63.0
74978.0,2.08,2.08
110684.0,24.2,24.2
108511.0,1.37,1.37
111276.0,41.0,41.0
73587.0,42.9,42.9
103431.0,4.37,4.37
111291.0,26.9,26.9
111576.0,14.1,14.1
145455.0,3.89,3.89
112241.0,33.6,33.6
125117.0,1.17,1.17
114034.0,20.6,20.6
114497.0,14.4,14.4
119256.0,3.78,3.78
114315.0,24.3,24.3
152813.0,3.98,3.98
136904.0,2.57,2.57
115264.0,23.3,23.3
95845.0,23.8,23.8
115311.0,2.27,2.27
115456.0,19.4,19.4
123116.0,12.9,12.9
128708.0,2.37,2.37
116112.0,24.2,24.2
142714.0,1.54,1.54
117189.0,21.3,21.3
99769.0,19.6,19.6
135560.0,27.7,27.7
118305.0,18.5,18.5
120596.0,10.9,10.9
148148.0,4.53,4.53
118842.0,20.7,20.7
107370.0,16.0,16.0
152547.0,3.36,3.36
119124.0,30.2,30.2
140258.0,3.24,3.24
119691.0,27.8,27.8
98055.0,1.57,1.57
120672.0,22.8,22.8
42591.0,56.8,56.8
107508.0,1.35,1.35
120693.0,24.2,24.2
85919.0,28.5,28.5
133612.0,16.0,16.0
120746.0,17.2,17.2
130977.0,2.51,2.51
110434.0,19.0,19.0
121517.0,15.8,15.8
111302.0,29.8,29.8
140735.0,4.76,4.76
122518.0,23.0,23.0
122698.0,3.06,3.06
123875.0,44.0,44.0
50880.0,51.5,51.5
149173.0,2.48,2.48
124240.0,29.8,29.8
151214.0,2.9,2.9
128323.0,16.3,16.3
143094.0,3.35,3.35
129283.0,16.0,16.0
106788.0,2.27,2.27
131320.0,18.8,18.8
116210.0,10.8,10.8
143775.0,3.41,3.41
131915.0,13.8,13.8
114640.0,1.5,1.5
133091.0,24.1,24.1
148871.0,1.18,1.18
133530.0,41.7,41.7
61392.0,45.2,45.2
120656.0,4.04,4.04
134356.0,28.5,28.5
133308.0,1.09,1.09
152960.0,2.86,2.86
134867.0,17.7,17.7
114151.0,2.19,2.19
136052.0,11.9,11.9
86306.0,14.0,14.0
130173.0,4.74,4.74
139024.0,16.5,16.5
149828.0,1.48,1.48
140760.0,21.3,21.3
129458.0,4.75,4.75
141520.0,26.4,26.4
106155.0,37.0,37.0
149919.0,2.16,2.16
143493.0,11.0,11.0
146789.0,2.66,2.66
144272.0,10.4,10.4
147335.0,1.01,1.01
151551.0,4.97,4.97
152611.0,11.6,11.6
149115.0,3.2,3.2
153330.0,8.5,8.5
97081.0,32.5,32.5
153789.0,17.3,17.3
91828.0,28.8,28.8
29504.0,1.57,1.57
51026.0,44.0,44.0
130027.0,2.56,2.56
63102.0,40.4,40.4
27736.0,1.3,1.3
103527.0,4.57,4.57
23874.0,4.44,4.44
139834.0,3.24,3.24
5239.0,2.96,2.96
28614.0,3.06,3.06
45746.0,3.44,3.44
45386.0,3.46,3.46
101632.0,4.3,4.3
132589.0,3.12,3.12
75450.0,47.0,47.0
99696.0,11.5,11.5
49637.0,3.81,3.81
141087.0,3.43,3.43
86471.0,41.3,41.3
46028.0,2.73,2.73
97085.0,4.9,4.9
142099.0,1.86,1.86
144081.0,4.79,4.79
22273.0,3.71,3.71
138125.0,1.74,1.74
149594.0,4.31,4.31
146639.0,1.91,1.91
127122.0,1.09,1.09
151403.0,2.89,2.89
20291.0,3.57,3.57
146591.0,2.5,2.5
148284.0,3.53,3.53
150486.0,2.17,2.17
152648.0,1.44,1.44
116643.0,25.1,25.1
79711.0,1.05,1.05
50672.0,52.6,52.6
150278.0,2.71,2.71
151197.0,4.42,4.42
144018.0,1.31,1.31
72417.0,37.9,37.9
117710.0,2.19,2.19
55720.0,48.8,48.8
152848.0,55.0,55.0
83671.0,34.8,34.8
68699.0,4.18,4.18
30282.0,3.56,3.56
132274.0,4.29,4.29
84482.0,44.1,44.1
153034.0,1.2,1.2
153545.0,2.42,2.42
104200.0,27.1,27.1
79260.0,2.35,2.35
76098.0,3.26,3.26
92108.0,1.54,1.54
76209.0,3.16,3.16
151543.0,4.09,4.09
45002.0,3.05,3.05
25696.0,3.19,3.19
64808.0,1.69,1.69
23213.0,3.81,3.81
20376.0,3.48,3.48
153628.0,3.29,3.29
151172.0,4.38,4.38
79652.0,2.49,2.49
38743.0,58.8,58.8
389.0,4.5,4.5
279.0,76.7,76.7
215.0,78.8,78.8
791.0,4.1,4.1
918.0,75.6,75.6
1244.0,77.2,77.2
1707.0,4.26,4.26
1656.0,75.8,75.8
2120.0,75.8,75.8
1691.0,2.07,2.07
1874.0,76.8,76.8
1507.0,76.4,76.4
2067.0,1.14,1.14
2166.0,75.8,75.8
3248.0,73.6,73.6
2380.0,1.04,1.04
2943.0,76.3,76.3
2364.0,77.1,77.1
2617.0,77.0,77.0
3112.0,76.2,76.2
2513.0,77.0,77.0
3686.0,78.8,78.8
3682.0,75.6,75.6
3656.0,76.2,76.2
3123.0,1.34,1.34
3939.0,75.8,75.8
3142.0,76.0,76.0
2858.0,3.87,3.87
3986.0,75.5,75.5
3485.0,76.3,76.3
3558.0,4.12,4.12
4025.0,76.5,76.5
4605.0,74.5,74.5
3304.0,78.8,78.8
4086.0,73.2,73.2
4334.0,76.0,76.0
3822.0,4.35,4.35
4126.0,75.6,75.6
5134.0,73.9,73.9
5540.0,4.36,4.36
4226.0,75.0,75.0
6211.0,76.0,76.0
3376.0,3.97,3.97
4347.0,75.4,75.4
4710.0,74.8,74.8
4729.0,2.15,2.15
4909.0,75.4,75.4
6452.0,74.1,74.1
3844.0,2.24,2.24
5463.0,75.2,75.2
5003.0,73.5,73.5
3970.0,1.29,1.29
5492.0,75.7,75.7
5971.0,74.7,74.7
4660.0,4.1,4.1
5936.0,75.2,75.2
5467.0,74.5,74.5
4545.0,2.66,2.66
6002.0,75.3,75.3
7071.0,74.4,74.4
6731.0,4.42,4.42
6052.0,77.5,77.5
8453.0,75.0,75.0
6617.0,3.54,3.54
6513.0,74.2,74.2
4272.0,75.4,75.4
3943.0,2.44,2.44
6601.0,74.9,74.9
4559.0,74.9,74.9
3423.0,2.54,2.54
6641.0,76.3,76.3
4763.0,75.0,75.0
6959.0,3.53,3.53
6793.0,75.9,75.9
8650.0,71.5,71.5
5544.0,3.83,3.83
6856.0,75.8,75.8
7141.0,73.6,73.6
6825.0,3.1,3.1
6877.0,74.1,74.1
5665.0,70.3,70.3
5588.0,2.4,2.4
6960.0,74.8,74.8
6386.0,75.4,75.4
5791.0,1.19,1.19
7101.0,75.2,75.2
7256.0,73.8,73.8
5671.0,3.2,3.2
7283.0,76.7,76.7
5135.0,76.2,76.2
6033.0,4.45,4.45
7541.0,75.5,75.5
8301.0,74.5,74.5
8877.0,2.23,2.23
8346.0,77.5,77.5
6113.0,75.0,75.0
7063.0,2.39,2.39
8537.0,73.9,73.9
8896.0,73.2,73.2
6772.0,1.01,1.01
8568.0,75.0,75.0
8008.0,73.7,73.7
5585.0,4.27,4.27
8636.0,74.4,74.4
8075.0,74.8,74.8
6705.0,3.16,3.16
8659.0,70.8,70.8
10540.0,73.2,73.2
7229.0,2.77,2.77
8736.0,75.0,75.0
7661.0,74.5,74.5
6014.0,3.07,3.07
9229.0,73.2,73.2
10012.0,73.0,73.0
7583.0,4.89,4.89
9248.0,76.1,76.1
8387.0,74.3,74.3
6594.0,4.59,4.59
9285.0,74.3,74.3
7803.0,74.0,74.0
7049.0,2.08,2.08
9287.0,74.8,74.8
11192.0,73.7,73.7
5699.0,3.88,3.88
9400.0,73.6,73.6
9379.0,75.0,75.0
7727.0,76.2,76.2
9415.0,77.3,77.3
9753.0,74.5,74.5
8709.0,2.73,2.73
9743.0,74.2,74.2
11399.0,71.6,71.6
8253.0,3.52,3.52
9781.0,71.8,71.8
10364.0,71.7,71.7
12706.0,3.1,3.1
10122.0,73.9,73.9
15782.0,74.1,74.1
15057.0,1.59,1.59
10366.0,74.0,74.0
9718.0,73.2,73.2
9709.0,1.14,1.14
10478.0,74.3,74.3
11650.0,72.1,72.1
7565.0,3.43,3.43
10652.0,73.1,73.1
10061.0,73.0,73.0
8432.0,3.81,3.81
10794.0,73.3,73.3
10793.0,73.0,73.0
8187.0,1.24,1.24
10964.0,73.6,73.6
12055.0,72.0,72.0
7611.0,1.12,1.12
11219.0,73.4,73.4
11074.0,72.3,72.3
8635.0,2.52,2.52
11298.0,74.0,74.0
9951.0,73.0,73.0
9876.0,2.27,2.27
11311.0,74.1,74.1
11521.0,72.6,72.6
8686.0,75.0,75.0
11332.0,72.7,72.7
13437.0,72.0,72.0
9232.0,4.94,4.94
11403.0,71.7,71.7
11385.0,70.7,70.7
9964.0,2.07,2.07
11558.0,70.8,70.8
11844.0,74.3,74.3
11319.0,4.68,4.68
11576.0,73.8,73.8
11257.0,73.4,73.4
9370.0,4.21,4.21
11791.0,71.8,71.8
8657.0,74.3,74.3
8525.0,4.05,4.05
12141.0,73.2,73.2
11661.0,72.2,72.2
36174.0,4.73,4.73
12471.0,75.2,75.2
19658.0,71.8,71.8
8993.0,78.1,78.1
12598.0,73.2,73.2
12186.0,72.5,72.5
10910.0,4.46,4.46
12823.0,72.7,72.7
13909.0,72.0,72.0
9762.0,1.29,1.29
12827.0,71.4,71.4
12065.0,71.3,71.3
11338.0,4.31,4.31
12869.0,74.0,74.0
12194.0,73.0,73.0
10036.0,3.66,3.66
12977.0,72.3,72.3
13161.0,73.3,73.3
12851.0,4.49,4.49
13220.0,72.3,72.3
13769.0,71.4,71.4
16158.0,4.31,4.31
13441.0,73.3,73.3
9469.0,76.1,76.1
12305.0,4.16,4.16
13593.0,73.6,73.6
14027.0,71.7,71.7
11599.0,71.2,71.2
13711.0,73.7,73.7
13215.0,73.3,73.3
11900.0,1.05,1.05
13801.0,74.0,74.0
14432.0,73.0,73.0
10953.0,1.3,1.3
13963.0,72.8,72.8
15304.0,70.9,70.9
12836.0,4.03,4.03
14099.0,73.5,73.5
11052.0,71.4,71.4
10814.0,1.91,1.91
14175.0,70.5,70.5
13744.0,70.6,70.6
9539.0,2.23,2.23
14311.0,71.5,71.5
13455.0,71.9,71.9
12348.0,1.85,1.85
14407.0,72.6,72.6
14604.0,71.4,71.4
13809.0,4.19,4.19
14521.0,73.6,73.6
14462.0,72.7,72.7
12974.0,2.76,2.76
14650.0,69.9,69.9
8758.0,71.7,71.7
13731.0,77.8,77.8
14695.0,73.7,73.7
11986.0,74.6,74.6
10524.0,4.26,4.26
14827.0,70.9,70.9
12392.0,72.3,72.3
11843.0,1.57,1.57
15960.0,1.86,1.86
15227.0,73.3,73.3
15212.0,71.8,71.8
13312.0,3.69,3.69
15239.0,71.0,71.0
17248.0,70.4,70.4
10983.0,4.5,4.5
15509.0,71.6,71.6
14795.0,69.9,69.9
13985.0,3.07,3.07
15556.0,74.5,74.5
13275.0,74.4,74.4
10932.0,3.2,3.2
15560.0,71.5,71.5
14465.0,71.7,71.7
14688.0,2.18,2.18
15611.0,74.2,74.2
12396.0,4.41,4.41
15634.0,71.9,71.9
14964.0,72.1,72.1
12772.0,2.45,2.45
15652.0,72.0,72.0
15067.0,70.6,70.6
15256.0,4.63,4.63
15713.0,72.2,72.2
14864.0,72.3,72.3
12427.0,2.1,2.1
15724.0,68.5,68.5
12685.0,70.8,70.8
15898.0,4.79,4.79
14318.0,3.19,3.19
15895.0,72.4,72.4
14235.0,72.2,72.2
13326.0,3.36,3.36
15955.0,72.0,72.0
13134.0,72.0,72.0
35600.0,3.11,3.11
16116.0,67.0,67.0
15091.0,3.17,3.17
16143.0,74.0,74.0
14391.0,74.7,74.7
13877.0,3.22,3.22
16175.0,70.7,70.7
16920.0,69.4,69.4
12916.0,4.2,4.2
16324.0,72.2,72.2
18551.0,70.5,70.5
13388.0,3.96,3.96
16363.0,72.3,72.3
17265.0,69.3,69.3
13728.0,4.65,4.65
16420.0,70.1,70.1
12810.0,73.7,73.7
15111.0,2.45,2.45
16609.0,72.8,72.8
15472.0,71.4,71.4
16396.0,1.3,1.3
16753.0,72.4,72.4
15901.0,70.2,70.2
14546.0,3.71,3.71
16896.0,70.7,70.7
20342.0,68.0,68.0
14178.0,1.22,1.22
16918.0,71.9,71.9
17186.0,70.7,70.7
12158.0,2.96,2.96
17020.0,71.3,71.3
13614.0,71.3,71.3
18422.0,2.48,2.48
17031.0,72.4,72.4
16317.0,69.8,69.8
15600.0,2.28,2.28
17036.0,72.3,72.3
17620.0,71.1,71.1
18635.0,3.35,3.35
17102.0,68.9,68.9
15062.0,71.4,71.4
12766.0,2.86,2.86
17144.0,70.8,70.8
15867.0,70.6,70.6
12868.0,2.5,2.5
13378.0,4.3,4.3
13558.0,4.71,4.71
17388.0,71.0,71.0
15520.0,70.6,70.6
16266.0,2.65,2.65
17468.0,72.8,72.8
16903.0,73.1,73.1
13282.0,3.15,3.15
17548.0,72.1,72.1
19890.0,69.6,69.6
13799.0,4.56,4.56
17566.0,67.8,67.8
13624.0,71.9,71.9
24688.0,4.75,4.75
17616.0,72.1,72.1
5852.0,75.5,75.5
14245.0,4.34,4.34
17877.0,70.8,70.8
14434.0,69.7,69.7
15572.0,2.82,2.82
17953.0,71.1,71.1
19699.0,69.5,69.5
15561.0,3.17,3.17
17965.0,71.4,71.4
17281.0,70.5,70.5
16512.0,3.67,3.67
18011.0,69.7,69.7
17318.0,68.5,68.5
13220.0,2.38,2.38
18017.0,70.6,70.6
16015.0,69.1,69.1
67971.0,1.28,1.28
18033.0,67.5,67.5
17184.0,2.49,2.49
18202.0,69.6,69.6
14028.0,67.1,67.1
17176.0,2.39,2.39
18226.0,71.8,71.8
17414.0,71.0,71.0
15283.0,1.08,1.08
18294.0,70.9,70.9
17488.0,69.6,69.6
14009.0,1.17,1.17
18399.0,70.6,70.6
17777.0,70.0,70.0
18178.0,1.09,1.09
18575.0,70.9,70.9
17820.0,69.0,69.0
16531.0,4.75,4.75
18695.0,71.3,71.3
12769.0,71.7,71.7
15252.0,1.75,1.75
18802.0,69.4,69.4
19820.0,68.4,68.4
15245.0,76.2,76.2
18950.0,70.3,70.3
18019.0,70.6,70.6
16791.0,4.25,4.25
18489.0,1.56,1.56
19055.0,70.8,70.8
22359.0,69.3,69.3
21315.0,1.84,1.84
19077.0,71.8,71.8
19518.0,70.3,70.3
18625.0,1.89,1.89
19098.0,67.7,67.7
16011.0,69.6,69.6
14011.0,4.6,4.6
19100.0,69.1,69.1
17229.0,68.9,68.9
18120.0,80.0,80.0
19179.0,71.6,71.6
18434.0,69.7,69.7
19363.0,4.49,4.49
19308.0,70.5,70.5
19816.0,67.3,67.3
18331.0,3.87,3.87
19366.0,72.4,72.4
19790.0,68.9,68.9
14370.0,2.66,2.66
19389.0,68.8,68.8
17350.0,68.3,68.3
13832.0,3.64,3.64
19582.0,69.4,69.4
17579.0,69.0,69.0
18099.0,1.69,1.69
19930.0,72.5,72.5
18084.0,69.2,69.2
18279.0,2.22,2.22
19972.0,72.1,72.1
18737.0,2.69,2.69
20044.0,71.0,71.0
16596.0,2.39,2.39
19070.0,1.64,1.64
20263.0,68.9,68.9
19541.0,70.8,70.8
19226.0,4.25,4.25
18987.0,68.8,68.8
20534.0,70.8,70.8
20439.0,69.7,69.7
17551.0,1.08,1.08
20669.0,71.7,71.7
17925.0,67.6,67.6
14659.0,3.96,3.96
20748.0,67.8,67.8
18501.0,68.2,68.2
17495.0,1.93,1.93
20826.0,69.7,69.7
23556.0,66.0,66.0
15685.0,74.2,74.2
20860.0,69.1,69.1
17947.0,68.2,68.2
